Pdiff-wave time shift, Sdiff-wave time shift, Source lattitude,            Source longitude, Receiver lattitude, Receiver longitude,            Midpoint lattitude, Midpoint longitude
8.9,-16.7,7.12,-77.99,64.7714,-146.887,40.3892443068,-97.164087181
6.9,-17.2,7.12,-77.99,68.3065,-133.525,40.4388766056,-92.2503042025
7.4,-3.4,-4.76,153.21,59.5756,150.77,27.4794091495,152.386742912
-4.5,-29.25,-40.41,78.03,-7.9327,-14.3601,-32.7931755033,24.102618712
-26.45,4.8,-40.41,78.03,23.7876,120.954,-8.94385701003,101.547318774
-24.4,-2.8,-0.75,133.38,15.3548,44.1999,10.2261650823,89.8090557692
-6.2,24.2,13.98,-88.97,42.354,13.405,40.1971005448,-47.3023275531
-8.8,4.5,13.98,-88.97,48.3311,8.3303,41.9135723522,-52.2688782498
-7.8,7.4,13.98,-88.97,46.8719,8.4261,41.2001909587,-51.3977058179
-6.6,7.7,13.98,-88.97,46.0632,6.89883,40.3827940797,-51.4320281205
-7.1,9.6,13.98,-88.97,46.387,7.62714,40.7402702906,-51.376499655
-7.4,5.0,13.98,-88.97,46.8468,9.00825,41.3421610266,-51.2041876235
-5.3,20.0,13.98,-88.97,39.5446,-4.3499,34.2045553398,-52.5815508778
-7.4,7.9,13.98,-88.97,46.6649,7.62418,40.8830145995,-51.5311865594
0.7,26.35,1.55,126.42,29.8408,52.5775,19.3772563261,92.5302947
-25.4,-5.5,-22.11,169.87,36.359,119.475,7.88406450571,146.549920191
-26.15,-4.0,-22.11,169.87,36.3698,118.674,7.91593201519,146.185488672
-27.65,-3.1,-22.11,169.87,36.6443,118.267,8.08148395121,146.04810985
-3.3,12.3,-22.11,169.87,37.4037,-122.239,9.21435798619,-159.131444439
-27.75,-5.9,-22.11,169.87,46.9587,142.76,12.8025176507,158.400958276
1.6,22.2,33.97,132.52,29.6699,34.9512,43.3272884383,82.2179873697
13.8,-6.5,-5.18,132.43,63.7231,-149.477,34.6825356544,154.188028941
15.9,-0.7,-5.18,132.43,62.031,129.68,28.5055557438,131.548323849
25.3,7.4,-5.18,132.43,63.6559,-148.775,34.756523604,154.37782222
0.1,21.3,-18.07,-176.68,36.6443,118.267,10.9949608545,153.869754461
-24.3,6.6,-18.07,-176.68,33.936,-116.578,9.16428665944,-148.871399568
-23.4,4.6,-18.07,-176.68,32.9989,-116.942,8.61006229775,-148.860735248
-23.0,4.1,-18.07,-176.68,35.6628,-118.474,10.0624409132,-150.06519314
-24.6,5.6,-18.07,-176.68,34.3662,-116.613,9.40974240348,-148.970848941
-22.5,3.8,-18.07,-176.68,34.0003,-118.378,9.12081845144,-149.702817753
-23.2,3.7,-18.07,-176.68,33.9753,-118.149,9.11659062725,-149.593864695
-25.6,5.3,-18.07,-176.68,36.058,-117.489,10.3356620357,-149.703436671
-23.1,5.2,-18.07,-176.68,34.6145,-118.724,9.45501799285,-149.975317101
-23.3,4.8,-18.07,-176.68,34.1484,-118.171,9.21432741512,-149.636342628
-22.7,5.0,-18.07,-176.68,33.9627,-118.437,9.09682823264,-149.722695566
-22.7,5.3,-18.07,-176.68,34.282,-118.479,9.27679947759,-149.801459979
-24.0,4.7,-18.07,-176.68,33.9935,-117.375,9.16128501808,-149.244976785
-25.3,5.2,-18.07,-176.68,35.8909,-117.283,10.2505550667,-149.577224451
