Pdiff-wave time shift, Sdiff-wave time shift, Source lattitude,            Source longitude, Receiver lattitude, Receiver longitude,            Midpoint lattitude, Midpoint longitude
-10.3,10.7,-55.12,146.26,36.9961,-117.366,-13.3324560263,-155.078088377
-10.7,9.9,-55.12,146.26,35.3018,-116.806,-14.5909132802,-154.044124853
-6.9,9.4,-55.12,146.26,44.6765,-123.292,-7.40618433523,-162.27678544
-8.0,8.3,-55.12,146.26,44.6837,-122.186,-7.47209356668,-161.606445213
-8.8,9.8,-55.12,146.26,44.5191,-118.67,-7.83077016327,-159.361749825
-8.7,9.6,-55.12,146.26,44.6653,-117.664,-7.79751602615,-158.81580027
-8.5,8.9,-55.12,146.26,44.7035,-116.013,-7.8927488779,-157.810034134
-9.2,11.0,-55.12,146.26,44.5494,-114.855,-8.09797739625,-157.000017132
-8.7,10.6,-55.12,146.26,44.5642,-114.255,-8.1350214399,-156.631192725
-9.5,8.8,-55.12,146.26,36.3887,-121.551,-13.2744680816,-157.676152864
-9.5,8.8,-55.12,146.26,36.3887,-121.551,-13.2744680816,-157.676152864
-8.8,8.9,-55.12,146.26,40.8161,-121.461,-10.2357487488,-159.363352617
-8.8,8.9,-55.12,146.26,40.8161,-121.461,-10.2357487488,-159.363352617
-9.1,9.0,-55.12,146.26,36.6801,-119.023,-13.3592640681,-156.080162826
-8.5,11.4,-55.12,146.26,43.5625,-114.414,-8.8741099309,-156.178170451
-9.3,8.8,-55.12,146.26,38.9935,-123.072,-11.3448782231,-159.657546364
-7.8,10.5,-55.12,146.26,42.6071,-122.957,-8.86921840875,-161.101098954
-9.7,9.9,-55.12,146.26,41.6069,-111.565,-10.6263491232,-153.279208635
-6.5,9.7,-55.12,146.26,44.0035,-123.83,-7.83936105784,-162.28387648
-9.0,9.4,-55.12,146.26,43.9733,-117.741,-8.29686671203,-158.498931835
-9.8,8.7,-55.12,146.26,44.086,-116.803,-8.28764080583,-157.970290947
-8.0,12.3,-55.12,146.26,43.9146,-114.117,-8.63561855084,-156.18134533
-11.5,11.0,-55.12,146.26,34.1574,-115.145,-15.6174410218,-152.461726859
-9.9,9.1,-55.12,146.26,35.6628,-118.474,-14.1300080194,-155.326513113
-7.3,10.2,-55.12,146.26,43.3654,-123.575,-8.29876275312,-161.830612881
-7.4,10.0,-55.12,146.26,43.3717,-122.965,-8.33741542931,-161.456010204
-7.9,9.5,-55.12,146.26,43.2515,-120.153,-8.63008003286,-159.647187172
-8.6,8.9,-55.12,146.26,43.3736,-119.311,-8.60815221277,-159.179006085
-7.9,10.4,-55.12,146.26,43.3471,-117.754,-8.75129983498,-158.185651541
-8.0,9.5,-55.12,146.26,43.4275,-116.767,-8.77374648851,-157.60267252
-8.9,9.2,-55.12,146.26,43.4151,-115.828,-8.86177803807,-157.000377472
-8.6,10.5,-55.12,146.26,43.25,-115.098,-9.04719575922,-156.447996802
-9.3,9.3,-55.12,146.26,40.8175,-124.03,-10.0160100406,-161.005795381
-7.2,9.6,-55.12,146.26,42.7667,-123.49,-8.71909795479,-161.505683463
-8.0,9.6,-55.12,146.26,42.7258,-120.893,-8.94490484932,-159.861055349
-7.7,10.0,-55.12,146.26,42.7991,-120.251,-8.94378792438,-159.491498804
-8.5,10.0,-55.12,146.26,42.6912,-119.247,-9.10175048951,-158.805681463
-8.9,11.2,-55.12,146.26,42.7308,-118.486,-9.13640442009,-158.342365517
-8.9,9.6,-55.12,146.26,37.3236,-119.319,-12.8787620118,-156.526701869
-7.6,11.5,-55.12,146.26,42.156,-123.602,-9.13212879152,-161.304639735
-8.5,7.7,-55.12,146.26,42.0472,-120.834,-9.42772231084,-159.509511969
-8.0,10.7,-55.12,146.26,42.0187,-119.34,-9.57367926293,-158.54540598
-8.3,10.2,-55.12,146.26,42.0773,-116.471,-9.78664151454,-156.731732505
-9.3,11.0,-55.12,146.26,42.1669,-115.754,-9.78753268251,-156.312867159
-9.0,10.8,-55.12,146.26,42.146,-115.016,-9.87246738315,-155.824097466
-9.6,10.6,-55.12,146.26,42.0886,-113.944,-10.0187741215,-155.09689126
-9.5,8.3,-55.12,146.26,38.7552,-120.74,-11.7348609659,-158.036956796
-11.5,11.9,-55.12,146.26,35.1307,-115.184,-14.9255753715,-152.850479852
-9.5,8.8,-55.12,146.26,34.9906,-118.342,-14.6115097333,-154.992164691
-11.1,11.2,-55.12,146.26,33.9753,-118.149,-15.3363712461,-154.502356615
-6.6,9.2,-55.12,146.26,50.609,-121.882,-3.26314915321,-164.735800799
-11.2,10.3,-55.12,146.26,33.8811,-118.176,-15.3976064463,-154.488831687
-8.1,10.2,-55.12,146.26,41.3884,-119.171,-10.0368573905,-158.145126216
-8.0,11.0,-55.12,146.26,41.423,-117.45,-10.1700476446,-157.049482382
-8.4,10.0,-55.12,146.26,41.522,-116.54,-10.1844103289,-156.506012471
-9.0,10.6,-55.12,146.26,41.4311,-115.791,-10.322957414,-155.974143593
-9.5,9.9,-55.12,146.26,41.3602,-114.165,-10.5378345505,-154.87321011
-8.5,8.0,-55.12,146.26,38.1448,-122.88,-11.9412334616,-159.206158803
-11.5,7.4,-55.12,146.26,34.2265,-116.041,-15.4448237274,-153.117446389
-11.9,10.0,-55.12,146.26,33.8184,-116.369,-15.6844224731,-153.202806962
-9.0,11.2,-55.12,146.26,37.6302,-118.836,-12.7189130676,-156.322401377
-9.3,8.7,-55.12,146.26,46.8292,-113.941,-6.43800263643,-157.778425228
-10.4,9.0,-55.12,146.26,35.4843,-115.553,-14.626204194,-153.242622586
-10.5,9.5,-55.12,146.26,33.6,-117.195,-15.7227235323,-153.706938601
-12.2,10.5,-55.12,146.26,37.1996,-108.493,-14.3579556474,-148.989287113
-10.4,10.0,-55.12,146.26,34.2236,-118.058,-15.1772804273,-154.524975606
-7.4,10.3,-55.12,146.26,40.822,-123.306,-10.0731682637,-160.546553648
-8.3,9.9,-55.12,146.26,47.2242,-123.396,-5.61465594705,-163.638909694
-7.2,9.6,-55.12,146.26,47.1505,-123.164,-5.67791919402,-163.463416537
-8.1,9.4,-55.12,146.26,40.7484,-119.835,-10.4293635107,-158.285812017
-8.1,9.8,-55.12,146.26,40.7797,-118.971,-10.4874731934,-157.739931302
-8.1,9.8,-55.12,146.26,40.7811,-118.134,-10.5658230757,-157.196410775
-6.9,8.6,-55.12,146.26,47.1858,-122.195,-5.70116589729,-162.913316127
-9.7,10.4,-55.12,146.26,40.8167,-115.736,-10.7768003343,-155.643216352
-10.0,10.3,-55.12,146.26,40.8556,-114.204,-10.9069325488,-154.650433077
-10.6,10.4,-55.12,146.26,34.7803,-116.558,-14.9880603239,-153.679709856
-8.4,7.3,-55.12,146.26,48.2642,-117.123,-5.17046615264,-160.565514528
-10.1,7.7,-55.12,146.26,34.5341,-120.177,-14.6966134183,-156.094515416
-7.3,11.0,-55.12,146.26,40.1767,-122.788,-10.5609181918,-159.947395364
-9.3,7.5,-55.12,146.26,39.9971,-122.032,-10.7523757845,-159.385793321
-9.2,10.0,-55.12,146.26,40.1614,-118.877,-10.9346554479,-157.404540615
-8.7,10.2,-55.12,146.26,40.2917,-116.5,-11.0794668107,-155.901816056
-9.3,10.4,-55.12,146.26,40.2679,-114.745,-11.2813898632,-154.727872415
-10.5,9.9,-55.12,146.26,33.9454,-117.924,-15.3866007227,-154.335400119
-7.9,9.2,-55.12,146.26,45.0215,-117.874,-7.52189014591,-159.137083312
-6.5,11.6,-55.12,146.26,42.9656,-117.302,-9.06612692232,-157.706527063
-8.5,11.1,-55.12,146.26,42.9299,-118.825,-8.96528792325,-158.654560033
-8.7,8.2,-55.12,146.26,39.5545,-121.5,-11.1075194079,-158.858631207
-10.5,9.8,-55.12,146.26,34.6145,-118.724,-14.8225606071,-155.122580081
-8.8,10.0,-55.12,146.26,39.469,-123.338,-10.9960993173,-160.016902394
-9.3,9.2,-55.12,146.26,39.6785,-119.898,-11.1750650568,-157.864583485
-9.6,10.0,-55.12,146.26,39.5399,-118.889,-11.3726420508,-157.143418438
-8.4,10.8,-55.12,146.26,39.5516,-117.14,-11.5446631088,-155.992739403
-10.0,10.4,-55.12,146.26,39.6202,-116.464,-11.5671596962,-155.574166458
-9.3,10.5,-55.12,146.26,39.553,-115.754,-11.6922756257,-155.070921775
-8.9,10.7,-55.12,146.26,39.4731,-114.908,-11.8437678564,-154.468410166
-9.0,9.0,-55.12,146.26,37.008,-121.287,-12.8806565721,-157.725553457
-10.2,9.9,-55.12,146.26,34.1714,-118.185,-15.1966891561,-154.59507091
-11.7,11.7,-55.12,146.26,34.3034,-114.142,-15.6563702892,-151.805914797
-11.1,10.7,-55.12,146.26,33.6107,-116.455,-15.8169394667,-153.190679081
-10.3,8.9,-55.12,146.26,35.9452,-120.542,-13.6905281373,-156.836855812
-10.7,9.5,-55.12,146.26,34.0918,-117.807,-15.3011034783,-154.304564196
-9.0,10.5,-55.12,146.26,38.9383,-118.808,-11.8048121805,-156.835725809
-9.2,10.6,-55.12,146.26,38.834,-117.182,-12.0522981924,-155.709456424
-9.9,10.3,-55.12,146.26,38.8455,-115.654,-12.2142383925,-154.689394175
-10.1,11.1,-55.12,146.26,39.04,-114.83,-12.1675405398,-154.220273557
-8.9,8.6,-55.12,146.26,38.2571,-120.936,-12.0593814701,-157.968603616
-8.3,11.3,-55.12,146.26,38.5226,-119.451,-12.0289995418,-157.090909506
-8.8,12.1,-55.12,146.26,38.089,-119.047,-12.3751136792,-156.646709549
-9.8,11.9,-55.12,146.26,38.3281,-114.608,-12.7100397872,-153.754881211
-9.5,8.9,-55.12,146.26,35.636,-120.87,-13.8638042383,-156.94888068
-10.5,11.2,-55.12,146.26,33.63,-116.848,-15.7493819765,-153.473735982
-11.0,10.1,-55.12,146.26,33.9935,-117.375,-15.4263770967,-153.969081769
-8.8,8.2,-55.12,146.26,37.5049,-121.328,-12.536025332,-157.938865455
-8.4,10.2,-55.12,146.26,37.8817,-119.849,-12.433159445,-157.099438653
-8.2,11.2,-55.12,146.26,37.4993,-118.171,-12.885338499,-155.822937142
-9.1,10.7,-55.12,146.26,37.7243,-117.225,-12.8351245413,-155.274905747
-10.3,11.2,-55.12,146.26,37.6444,-115.747,-13.0657507058,-154.238848369
-10.2,12.9,-55.12,146.26,37.7601,-113.168,-13.3009820547,-152.519962471
-11.1,8.9,-55.12,146.26,36.764,-121.447,-13.0300579901,-157.742655217
-11.1,8.9,-55.12,146.26,36.765,-121.445,-13.0295926218,-157.741683099
-10.1,7.1,-55.12,146.26,34.6884,-117.824,-14.8865218399,-154.526275871
-13.1,11.6,-55.12,146.26,37.7456,-105.501,-14.3918666247,-147.1009431
-11.4,11.5,-55.12,146.26,32.7356,-116.942,-16.354135814,-153.236598136
-10.1,-0.9,-55.12,146.26,-15.9588,-5.7457,-64.3188859447,24.7676724574
-9.7,10.8,-55.12,146.26,35.8996,-116.275,-14.2392131453,-153.902637782
-11.1,11.9,-55.12,146.26,33.8336,-116.797,-15.6151931455,-153.508720266
-10.0,9.6,-55.12,146.26,35.3142,-119.996,-14.1861594807,-156.241254638
-10.6,11.1,-55.12,146.26,33.5519,-116.613,-15.835883862,-153.281483671
-8.1,10.5,-55.12,146.26,37.8652,-119.647,-12.4663368347,-156.958183953
-8.5,9.5,-55.12,146.26,37.9854,-119.932,-12.3523002451,-157.195586202
-8.1,9.2,-55.12,146.26,38.1526,-120.605,-12.1657076903,-157.708473378
-8.6,9.2,-55.12,146.26,38.3823,-120.709,-11.9961391065,-157.867862807
-8.4,10.0,-55.12,146.26,38.8341,-120.545,-11.6997375392,-157.940340875
-10.7,8.1,-55.12,146.26,34.303,-119.187,-14.9776618919,-155.334297676
-10.4,11.1,-55.12,146.26,34.1065,-117.098,-15.3851922186,-153.815115043
-10.0,8.2,-55.12,146.26,37.0069,-119.709,-13.0547775343,-156.6672804
-10.5,12.8,-55.12,146.26,37.0195,-113.907,-13.7441822614,-152.713956093
-9.2,13.0,-55.12,146.26,37.0615,-113.084,-13.8210779645,-152.160677746
-9.3,4.2,-55.12,146.26,35.2913,-118.421,-14.3937387061,-155.154735618
-8.7,11.3,-55.12,146.26,43.4897,-110.957,-9.24681322441,-153.912523252
-10.9,8.2,-55.12,146.26,36.3356,-120.12,-13.4711993935,-156.693366874
-10.0,10.6,-55.12,146.26,36.4193,-116.33,-13.8654033979,-154.142396781
-9.3,9.3,-55.12,146.26,36.0214,-121.236,-13.5595808937,-157.332812652
-9.4,6.6,-55.12,146.26,35.636,-120.87,-13.8638042383,-156.94888068
-10.4,12.2,-55.12,146.26,35.8384,-115.43,-14.3916534,-153.293577017
-10.6,11.8,-55.12,146.26,35.7266,-114.851,-14.5474654087,-152.847061303
-10.8,9.7,-55.12,146.26,34.4837,-118.118,-14.9900944576,-154.657575515
-9.7,8.9,-55.12,146.26,35.8409,-119.085,-13.9329624613,-155.809381309
-11.1,12.0,-55.12,146.26,35.301,-114.87,-14.8473869651,-152.695615857
-11.1,12.4,-55.12,146.26,35.099,-113.885,-15.1266398202,-151.925863736
-11.0,14.1,-55.12,146.26,35.2127,-113.083,-15.1581233646,-151.403710844
-9.8,9.5,-55.12,146.26,35.5366,-118.14,-14.2586109377,-155.051087373
-8.2,9.5,-55.12,146.26,40.5799,-122.541,-10.3050326411,-159.956043198
-8.2,9.4,-55.12,146.26,40.58,-122.54,-10.3050504943,-159.955443869
-11.5,13.8,-55.12,146.26,35.5169,-111.374,-15.1841417257,-150.312196171
-11.1,13.9,-55.12,146.26,34.4866,-112.237,-15.8033686245,-150.518482564
-11.7,11.6,-55.12,146.26,33.7503,-114.524,-15.9924196137,-151.874353659
-11.6,11.9,-55.12,146.26,33.8142,-113.829,-16.0483841577,-151.402812829
-12.0,12.1,-55.12,146.26,33.9383,-113.005,-16.0818895398,-150.859954831
2.0,-29.25,-0.91,127.17,66.996,-50.6215,56.2139720517,125.751557301
24.8,-4.8,-20.79,168.84,42.618,23.235,31.6179373265,117.142453551
-7.7,3.1,-57.89,148.13,53.0233,158.65,-2.46034818226,153.715296548
26.0,-1.7,-3.32,146.85,49.3084,16.5933,42.7711279113,106.045461569
-10.3,-1.8,-55.78,-1.72,33.4112,-83.4666,-14.5476837313,-52.1568269492
25.7,-18.8,6.19,127.72,45.052,6.678,43.1708624293,83.8207033463
25.0,-18.0,6.19,127.72,43.7528,6.9218,42.3815524244,82.8603647333
24.7,-17.8,6.19,127.72,39.8959,4.2665,41.2744530694,79.4346976578
-6.2,5.8,3.08,-78.12,-66.2792,110.535,-55.1744449389,-83.8829589849
-3.3,18.2,-5.2,153.52,41.121,33.506,32.3849219144,106.997597232
-4.4,13.4,-5.2,153.52,63.0422,22.6715,45.9721966138,127.362214181
-23.1,-9.8,-21.38,169.2,46.8468,9.00825,44.9928743099,130.478895888
-10.1,-0.7,-51.38,161.23,49.2704,119.741,-1.13497902978,140.004507252
-25.0,-4.8,-22.98,-70.94,-12.8436,131.133,-59.358894935,-158.279671069
-28.15,-12.9,-22.98,-70.94,62.031,129.68,44.3183798881,-89.8434020532
-4.5,16.5,-5.96,147.05,46.0811,7.40839,43.8253437526,103.093177387
5.2,-21.5,-23.02,-70.41,68.9533,25.712,29.8407941693,-48.3497635844
5.5,-22.3,-23.02,-70.41,63.0422,22.6715,26.6363749429,-43.5830671291
9.4,6.7,-23.02,-70.41,42.618,23.235,14.1441143086,-30.3417354632
-8.7,-2.4,10.85,-41.71,36.4327,94.8732,49.1150590255,12.5895129748
-8.2,-1.1,10.85,-41.71,33.2576,91.8443,45.4498704459,14.4938000444
-9.2,6.0,10.85,-41.71,0.49264,72.9949,10.4827592877,16.4451342891
-9.4,-5.0,10.85,-41.71,25.1233,102.74,46.7688325498,23.2892056459
-9.5,-5.0,10.85,-41.71,25.1233,102.74,46.7688325498,23.2892056459
-7.8,4.8,10.85,-41.71,7.2728,80.7022,18.4242213058,20.01427322
-7.9,4.6,10.85,-41.71,7.2728,80.7022,18.4242213058,20.01427322
-9.4,-5.7,10.85,-41.71,43.8138,87.7049,49.154530654,5.10521955304
-3.3,24.2,-61.05,-25.01,43.4917,5.3325,-9.13571709125,-6.74446803827
-4.6,17.6,-61.05,-25.01,46.938,6.47298,-7.36875436245,-6.52269804385
-3.4,28.45,-61.05,-25.01,48.2163,7.15896,-6.71462413703,-6.31214952401
-2.9,23.7,-61.05,-25.01,46.8468,9.00825,-7.46271897814,-5.00687063616
-2.2,23.9,-57.12,-23.13,40.8957,26.0497,-8.9386125664,5.74596672648
-3.4,18.5,-2.58,99.73,66.9961,-50.6208,52.0600631444,83.3597148055
-5.5,16.0,46.26,153.38,14.392,-16.9555,72.4335488601,5.09440999709
-8.1,-2.2,-20.36,168.72,43.7337,-96.6141,16.9010985614,-151.925454272
-10.2,-3.7,7.51,-35.01,62.031,129.68,61.5439194442,-22.0438367568
-9.0,-2.7,-58.33,-21.77,32.8889,-117.105,-18.1227107467,-83.6306768601
-9.3,-2.1,-58.33,-21.77,32.7683,-113.767,-17.7340182446,-81.2211831029
-9.8,-2.6,-58.33,-21.77,32.7513,-112.883,-17.6266257973,-80.5850984456
-9.3,-2.2,-58.33,-21.77,32.7006,-112.228,-17.5730282799,-80.126546309
-9.6,-3.6,-58.33,-21.77,32.5618,-111.704,-17.593975738,-79.7886362925
-9.1,-0.9,-58.33,-21.77,32.6399,-109.97,-17.3232585711,-78.5229089298
-8.8,-1.1,-58.33,-21.77,32.5324,-107.785,-17.1247187123,-76.9989240847
-9.2,-1.4,-58.33,-21.77,32.6995,-107.001,-16.9273496887,-76.4006563329
-9.0,-3.0,-58.33,-21.77,32.7001,-105.454,-16.7495484332,-75.3139543621
-9.7,-3.9,-58.33,-21.77,32.6588,-104.657,-16.6860465318,-74.7674459515
-10.1,-4.1,-58.33,-21.77,32.6462,-104.02,-16.6236670578,-74.3265471221
-10.0,-4.1,-58.33,-21.77,32.6764,-103.357,-16.5330899882,-73.8578996713
-9.4,-2.2,-58.33,-21.77,31.9559,-112.812,-18.1305711507,-80.7625160424
-9.5,-1.1,-58.33,-21.77,31.9737,-110.046,-17.7562575894,-78.7603112629
-9.2,-1.7,-58.33,-21.77,31.9989,-109.259,-17.6410539622,-78.1900546069
-9.2,-1.2,-58.33,-21.77,32.0094,-107.778,-17.4523600166,-77.1324334177
-9.7,-3.0,-58.33,-21.77,32.1046,-107.101,-17.3115611734,-76.6278316945
-9.7,-3.4,-58.33,-21.77,32.0062,-106.428,-17.2934790832,-76.1776661513
-9.9,-3.9,-58.33,-21.77,32.0618,-104.101,-16.9928630789,-74.5293306312
-9.9,-4.8,-58.33,-21.77,32.012,-103.292,-16.9340784532,-73.976934456
-9.4,-2.1,-58.33,-21.77,31.439,-109.991,-18.0881307255,-78.8638968856
-9.6,-2.8,-58.33,-21.77,31.4425,-105.483,-17.5327680916,-75.6524548794
-9.7,-3.6,-58.33,-21.77,31.3711,-104.971,-17.5173696678,-75.3091172829
-10.1,-3.7,-58.33,-21.77,31.3165,-103.979,-17.4373617328,-74.6250924767
-10.0,-3.9,-58.33,-21.77,31.3691,-103.492,-17.3502365617,-74.2712944147
-9.8,-3.8,-58.33,-21.77,31.3818,-102.81,-17.2666609352,-73.7915592515
-9.3,-3.5,-58.33,-21.77,30.7862,-104.986,-17.8795172732,-75.4602510588
-9.5,-3.4,-58.33,-21.77,30.6689,-104.029,-17.840086735,-74.8128555282
-9.9,-3.1,-58.33,-21.77,30.8498,-103.402,-17.6577320281,-74.3301291078
-9.6,-3.7,-58.33,-21.77,30.7263,-102.685,-17.6522831174,-73.8559459908
-9.3,-2.5,-58.33,-21.77,30.0609,-104.09,-18.2191177053,-74.9953736862
-9.8,-3.5,-58.33,-21.77,30.1615,-102.788,-18.0073483339,-74.0554727073
-9.8,-3.6,-58.33,-21.77,29.554,-104.133,-18.5336994849,-75.1393324029
-9.8,-1.7,-58.33,-21.77,29.4528,-103.389,-18.5074392904,-74.6351019458
-9.5,-1.9,-58.33,-21.77,29.4862,-102.888,-18.4287290026,-74.2741519396
-10.4,-5.1,-58.33,-21.77,48.933,-114.413,-6.79744344235,-74.7580988848
-9.5,-5.4,-58.33,-21.77,48.9777,-112.733,-6.66695048631,-73.7011943963
-10.0,-6.5,-58.33,-21.77,48.9198,-109.846,-6.5466042526,-71.9739559716
-9.4,-5.6,-58.33,-21.77,48.3129,-112.562,-7.12228032909,-73.9691985856
-9.9,-5.4,-58.33,-21.77,48.3943,-109.777,-6.90263137847,-72.2130761201
-9.9,-6.7,-58.33,-21.77,47.8397,-116.256,-7.69888461936,-76.5421685038
-9.7,-6.3,-58.33,-21.77,47.8012,-111.746,-7.42781824329,-73.7419697503
-9.7,-7.0,-58.33,-21.77,47.6327,-110.763,-7.48288633434,-73.2208487065
-9.7,-3.0,-58.33,-21.77,38.814,-99.7374,-12.4105074468,-69.7075069508
-10.2,-5.1,-58.33,-21.77,47.0943,-114.459,-8.10280111373,-75.8243784418
-9.4,-6.3,-58.33,-21.77,47.0308,-111.549,-7.947351834,-74.0238096263
-8.9,-5.3,-58.33,-21.77,47.1523,-110.687,-7.80759429741,-73.4218076345
-9.5,-6.8,-58.33,-21.77,47.1961,-109.802,-7.72152834234,-72.8478461797
-9.9,-5.7,-58.33,-21.77,40.195,-112.813,-12.7095071736,-77.9720348998
-9.8,-5.0,-58.33,-21.77,46.4162,-113.493,-8.50882468694,-75.5716306377
-9.8,-6.6,-58.33,-21.77,46.5336,-111.676,-8.29836142252,-74.358341264
-9.2,-6.0,-58.33,-21.77,46.5663,-109.914,-8.1569396162,-73.2321239951
-9.5,-4.6,-58.33,-21.77,45.7893,-114.332,-9.01020614677,-76.43403779
-9.6,-4.8,-58.33,-21.77,37.9812,-90.4273,-12.2283999113,-63.8819972495
-8.9,-4.4,-58.33,-21.77,45.0931,-114.233,-9.4885122144,-76.7232297988
-9.4,-2.0,-58.33,-21.77,45.3212,-110.74,-9.06061869141,-74.3589979277
-9.7,-4.6,-58.33,-21.77,45.3171,-109.563,-8.97789526635,-73.6093876662
-8.9,-5.1,-58.33,-21.77,44.6165,-113.367,-9.74815043825,-76.3936404549
-9.0,-0.8,-58.33,-21.77,44.6173,-112.644,-9.68860884949,-75.9225632935
-9.3,-3.2,-58.33,-21.77,44.3951,-110.576,-9.67582791314,-74.6855725057
-9.3,-3.5,-58.33,-21.77,43.5625,-114.414,-10.5670769598,-77.5852885207
-9.2,-4.2,-58.33,-21.77,43.9146,-114.117,-10.2970432058,-77.2221068275
-9.3,-5.1,-58.33,-21.77,43.9997,-112.485,-10.0988391542,-76.1098101163
-9.4,-5.6,-58.33,-21.77,43.92,-110.576,-9.99657194075,-74.9007895651
-9.8,-6.0,-58.33,-21.77,43.3979,-114.174,-10.6592204051,-77.5032309552
-9.1,-4.2,-58.33,-21.77,43.3998,-112.433,-10.5040216511,-76.3509521546
-9.1,-4.2,-58.33,-21.77,43.2741,-111.612,-10.518849181,-75.8668871259
-9.2,-5.4,-58.33,-21.77,43.3629,-110.712,-10.3830472683,-75.237002104
-9.9,-4.4,-58.33,-21.77,30.4794,-99.8022,-17.4877184626,-71.9017162625
-9.8,-7.0,-58.33,-21.77,42.7507,-110.92,-10.8125215773,-75.6400918335
-9.7,-5.9,-58.33,-21.77,42.6372,-110.042,-10.8132335322,-75.1099079309
-9.6,-4.8,-58.33,-21.77,42.8247,-108.847,-10.5886718874,-74.2471665844
-10.0,-5.1,-58.33,-21.77,42.6579,-108.342,-10.6577227661,-73.9859974005
18.8,28.15,-58.33,-21.77,48.9333,22.2731,-5.09586307744,2.83354521728
-9.8,-4.1,-58.33,-21.77,39.1009,-96.6094,-11.9943718466,-67.5777284342
-9.9,-4.1,-58.33,-21.77,39.1009,-96.6094,-11.9943718466,-67.5777284342
-9.7,-6.7,-58.33,-21.77,42.0041,-112.386,-11.4476320812,-76.9344807426
-9.8,-6.1,-58.33,-21.77,42.0149,-111.432,-11.3525387373,-76.292984264
-9.9,-5.5,-58.33,-21.77,42.0995,-110.873,-11.2453703292,-75.8855776809
-10.1,-6.1,-58.33,-21.77,42.1012,-109.357,-11.1112041148,-74.8810302145
-9.8,-4.3,-58.33,-21.77,42.0073,-108.34,-11.0864563021,-74.2485714198
-8.9,-4.3,-58.33,-21.77,41.9641,-107.369,-11.0335986666,-73.6275392087
-8.6,-2.8,-58.33,-21.77,42.031,-106.434,-10.9135816327,-72.989099667
-9.7,-1.5,-58.33,-21.77,34.0003,-118.378,-17.5654233881,-84.2094993941
-9.2,-2.2,-58.33,-21.77,33.0399,-86.9978,-14.8479369096,-62.7351095056
-9.9,-4.9,-58.33,-21.77,41.4632,-112.448,-11.8190252928,-77.2051520825
-9.8,-3.9,-58.33,-21.77,41.4729,-110.666,-11.6454277048,-76.0065289385
-10.1,-5.3,-58.33,-21.77,41.4272,-110.067,-11.6212081149,-75.6253611058
-10.0,-4.4,-58.33,-21.77,41.5047,-109.157,-11.4884339436,-74.9891089615
-9.3,-4.7,-58.33,-21.77,41.4906,-108.187,-11.4129429846,-74.3520710858
-9.3,-3.7,-58.33,-21.77,41.6067,-107.364,-11.2667234913,-73.7637780184
-8.4,-3.0,-58.33,-21.77,41.4033,-106.596,-11.3346911023,-73.3362688779
-8.2,-1.8,-58.33,-21.77,39.6581,-79.8456,-10.658867586,-56.7924068647
-8.8,-1.2,-58.33,-21.77,39.196,-122.968,-14.6078763213,-85.5404237738
-10.3,-3.7,-58.33,-21.77,39.622,-123.475,-14.3702297601,-85.7134547857
-8.7,-2.8,-58.33,-21.77,39.6818,-121.091,-14.0131817592,-83.9685879813
-9.5,-3.2,-58.33,-21.77,34.5454,-93.5765,-14.4853480204,-66.7686114339
-9.6,-2.7,-58.33,-21.77,31.6985,-105.382,-17.3626219165,-75.5179658665
-10.5,-4.6,-58.33,-21.77,35.123,-89.932,-13.8637731728,-64.2331320075
-10.1,-4.7,-58.33,-21.77,33.9696,-102.772,-15.6754983955,-73.1216949414
-9.4,-7.1,-58.33,-21.77,40.7186,-116.508,-12.7438184288,-80.2905213551
-9.8,-4.6,-58.33,-21.77,40.8513,-113.187,-12.3049390305,-77.9595881488
-9.3,-5.5,-58.33,-21.77,40.9425,-110.834,-12.0145335846,-76.3330025524
-9.8,-5.1,-58.33,-21.77,40.9763,-109.673,-11.8839855458,-75.5415679403
-8.9,-2.5,-58.33,-21.77,40.8936,-109.177,-11.8932011055,-75.2424803362
-9.4,-3.4,-58.33,-21.77,40.8338,-108.263,-11.8500086402,-74.6561406348
-8.5,-1.3,-58.33,-21.77,40.8023,-106.454,-11.7121305726,-73.4676950276
-9.5,-1.5,-58.33,-21.77,30.0651,-115.348,-19.7119424673,-83.1511741489
-9.6,-3.6,-58.33,-21.77,28.9183,-109.636,-19.6260778133,-79.2355038359
-9.6,-0.2,-58.33,-21.77,24.9135,-111.545,-22.3923916671,-81.5140749994
-9.6,-3.7,-58.33,-21.77,40.2679,-114.745,-12.8624684504,-79.266264256
-9.3,-4.7,-58.33,-21.77,40.2807,-112.469,-12.6169072363,-77.7032578756
-9.1,-4.1,-58.33,-21.77,40.1948,-110.738,-12.5021476917,-76.5623167397
-8.9,-3.4,-58.33,-21.77,40.2982,-109.124,-12.2797885102,-75.4351797104
-8.8,-3.4,-58.33,-21.77,40.1348,-108.242,-12.304820046,-74.9048773619
-8.3,-1.6,-58.33,-21.77,40.2149,-107.47,-12.1822536651,-74.3590887941
-8.4,-0.1,-58.33,-21.77,40.1618,-106.547,-12.134130287,-73.763260064
-9.4,-2.6,-58.33,-21.77,40.9451,-102.033,-11.2620391734,-70.5173439579
-9.9,-4.3,-58.33,-21.77,34.5118,-89.4092,-14.1798337053,-64.022823981
-8.8,-2.8,-58.33,-21.77,39.6092,-111.66,-12.9831546544,-77.4145091152
-9.2,-3.4,-58.33,-21.77,39.473,-110.74,-12.9800951345,-76.8389288735
