PP-wave time shift, SS-wave time shift
2.6,-28.15
-0.8,-8.8
-0.8,-1.6
-0.9,-1.5
-1.0,-1.5
-0.2,-6.2
-2.6,-2.4
-2.6,-2.4
-17.4,-11.4
-3.1,-8.8
-2.2,-2.8
1.1,-5.7
-2.3,12.0
-1.4,-9.3
0.3,2.3
5.8,-12.0
0.2,1.9
2.2,3.0
17.4,-11.8
9.0,2.1
11.7,2.0
3.8,-5.9
8.2,3.0
8.3,2.7
-4.2,-9.6
-3.8,-6.9
5.1,13.7
-3.5,-11.1
-3.8,-8.1
1.3,-11.8
-3.3,-7.8
-3.9,-8.7
-0.8,-16.8
-3.2,-7.9
2.1,-4.5
0.2,-22.0
0.8,-10.0
0.4,0.0
1.5,-6.4
1.5,-3.6
2.5,-3.4
0.4,-9.0
2.4,-6.9
2.4,-7.2
3.2,-3.7
1.7,-4.6
2.3,1.3
2.3,1.2
2.7,1.5
1.9,-3.6
0.6,-5.3
2.2,-3.1
-0.2,-8.3
3.8,-2.8
0.2,-2.7
3.1,-3.0
3.9,-3.7
1.3,-3.7
-5.9,-1.5
-5.8,-1.6
-6.5,0.4
-6.3,-2.1
-8.4,-9.1
-8.9,-9.0
-9.5,-7.9
-4.7,1.9
0.3,5.1
0.8,-4.7
-0.7,16.1
-0.1,25.1
-0.2,13.5
-9.0,-9.1
-8.9,-8.5
-8.9,-8.1
-6.8,-0.3
0.6,11.2
0.6,11.9
0.6,10.1
0.2,11.4
0.1,11.6
0.3,11.6
-0.6,7.0
0.8,6.3
-3.1,-0.2
-8.1,-14.4
0.6,6.9
0.1,4.1
-0.4,5.2
0.7,9.6
-3.9,-2.2
0.2,5.4
-8.0,-12.6
-3.5,-5.8
-4.5,-1.8
0.5,6.1
-8.4,-3.4
-1.6,1.5
-0.8,2.1
1.3,6.4
1.7,6.4
-0.4,7.3
-1.2,4.2
-0.2,5.1
0.4,3.4
-0.3,4.9
-0.4,4.5
0.0,4.7
-0.1,5.8
-0.4,4.2
0.1,4.4
-0.2,5.1
-0.1,5.4
-0.1,6.4
-0.4,4.9
0.6,4.9
0.7,6.1
0.5,3.3
0.1,3.9
0.5,4.8
0.2,4.0
-0.2,4.6
-0.2,4.7
-1.2,4.3
-2.3,-1.5
-3.9,-1.4
-3.1,-1.3
0.4,4.4
0.8,10.9
-0.7,5.0
1.4,7.6
0.6,11.2
-0.1,4.2
-2.7,-0.1
0.8,7.0
0.0,4.2
-0.2,6.7
0.6,6.4
0.9,4.8
-0.8,7.4
0.0,7.2
0.9,5.3
-2.6,1.7
-2.6,1.2
-0.1,17.8
-2.4,-1.1
-2.5,-1.8
-3.0,-3.7
0.4,5.2
0.3,4.3
-0.9,4.6
-0.6,5.5
0.1,4.2
0.5,4.4
0.3,-10.3
0.1,5.8
0.2,6.0
0.4,5.5
0.2,6.2
0.4,6.7
1.0,9.0
-0.3,6.7
1.2,6.9
2.5,-6.9
-0.6,1.7
0.6,9.9
-3.8,-5.0
-3.3,0.5
-2.9,23.2
1.1,8.8
1.1,9.4
-0.3,4.7
-0.3,4.7
-2.8,-0.3
-0.6,4.5
1.4,7.4
0.9,4.0
-0.4,6.1
1.0,5.5
0.4,10.5
-2.7,-4.5
-3.3,-0.4
-2.6,-3.5
0.3,6.0
-0.5,5.6
-3.7,-4.4
-2.1,2.1
-2.2,-0.3
-2.9,-5.0
0.9,8.3
-2.5,-1.1
-2.5,-3.6
-3.1,-2.6
0.8,16.9
-0.7,1.8
-0.4,4.3
0.9,6.9
-0.2,4.7
0.5,10.1
-0.9,-0.8
-0.1,4.9
0.9,4.2
-1.8,-3.9
1.4,10.1
-2.4,-1.5
-0.8,2.6
-1.6,3.4
3.9,-1.9
-8.7,-5.0
-6.0,1.7
3.1,1.4
7.3,-27.45
4.6,-38.55
3.8,-0.9
4.0,2.9
6.9,-27.75
2.3,0.5
2.4,0.7
-9.3,-7.2
5.3,6.5
-0.6,-43.75
2.8,3.4
6.9,8.5
-28.35,-9.7
-28.35,-9.7
6.9,4.6
3.5,4.5
2.1,-1.9
4.4,1.8
6.7,-22.9
5.0,6.1
4.7,-26.95
3.1,0.4
3.1,1.9
-0.7,-44.15
-0.7,-45.05
-0.9,-10.3
-0.9,-10.2
4.9,-35.95
-7.3,1.0
1.5,0.1
-2.7,9.5
-2.6,10.2
3.4,1.7
5.2,3.0
3.6,1.4
-2.6,7.9
3.0,2.2
3.3,1.5
1.8,-1.0
-4.6,-6.7
-4.5,-6.7
3.1,-2.7
-0.4,-6.5
1.3,5.3
3.8,0.4
2.5,5.5
0.4,4.2
1.0,4.2
2.3,6.3
-5.0,-10.4
1.5,4.2
3.2,5.8
3.1,5.6
1.6,5.1
1.6,5.2
1.8,4.7
1.5,4.8
1.5,5.2
4.3,0.0
-22.8,-1.1
2.7,6.1
2.5,7.4
2.5,4.1
2.3,4.1
2.7,3.7
3.1,5.0
3.5,4.8
3.5,3.2
5.5,1.5
0.5,1.6
2.6,-1.1
1.3,-5.9
-0.5,-7.0
2.4,2.3
0.8,17.9
-1.7,16.5
-2.1,17.0
1.4,5.1
-0.9,-25.1
0.3,-7.0
2.4,-1.3
2.4,-1.7
2.5,-1.1
1.2,2.7
1.6,1.6
1.5,3.7
2.1,3.2
1.3,7.4
2.5,3.6
2.8,6.0
2.3,6.1
3.5,6.0
2.6,5.7
3.8,3.0
2.7,6.2
2.6,6.9
2.2,4.8
2.1,4.7
2.5,4.5
2.7,4.4
5.0,0.6
-0.4,-1.2
5.9,5.4
4.0,1.9
-3.3,2.1
-3.3,3.6
-1.8,5.7
0.6,5.5
-3.5,-3.5
-5.2,-3.3
-0.6,-0.1
-1.1,6.1
-1.0,3.7
-1.2,-2.3
-1.2,-2.3
-1.5,-0.2
-1.8,4.6
-2.0,-1.1
-3.5,-4.1
-1.3,-1.7
-0.4,6.0
-0.6,-2.3
0.0,1.2
-3.2,-8.0
-3.2,-8.0
-39.75,-10.4
-3.7,21.2
21.5,20.6
5.3,-1.7
0.1,12.0
-19.5,-10.3
-2.8,-3.8
-23.3,0.5
-20.5,-10.2
-0.3,-0.5
19.9,23.0
-20.1,-10.2
20.3,19.2
-1.5,-0.2
-2.3,22.6
-1.9,-2.7
-3.6,-10.1
-0.2,0.7
-4.1,-6.9
0.6,-2.9
0.0,2.4
-0.3,-9.4
2.7,3.2
1.9,3.1
-0.2,-7.4
1.4,4.1
-2.9,28.05
3.7,5.4
2.3,3.9
0.7,4.6
1.5,1.8
6.5,5.9
6.4,5.8
-4.5,-9.0
1.3,2.7
-2.0,6.5
-0.5,4.7
-1.8,23.1
-3.1,-6.8
-4.3,-4.5
-4.4,-5.0
-4.7,-4.9
-5.4,-3.8
-7.2,-5.1
-6.6,-7.3
-6.5,-4.6
-4.2,-3.1
-5.7,-4.0
-5.8,-3.2
-5.3,-4.7
-4.9,-5.8
-6.0,2.2
1.4,9.6
-6.0,-10.0
2.9,9.9
-4.8,-2.5
-5.7,-5.0
-5.8,-4.4
-7.1,-5.4
-4.1,-6.9
3.6,9.5
3.6,9.1
-20.6,14.4
-5.1,-3.9
2.4,13.1
2.3,12.5
-4.4,-5.0
-5.0,-6.3
-7.2,-3.3
-5.1,-5.3
-6.5,-7.3
-6.2,-6.1
2.7,6.0
-2.4,-1.6
-2.4,-1.4
-5.7,-6.6
-5.9,-3.7
-5.5,-6.6
-6.5,-6.2
-4.0,-3.3
-28.05,-22.3
-6.1,-4.1
-5.7,-4.2
1.2,5.6
-20.7,6.6
-6.4,-4.4
1.0,6.0
1.1,6.0
2.0,-9.8
3.2,-3.6
-0.1,14.4
-8.9,-7.6
-3.3,-2.2
-3.6,-7.7
-0.8,12.5
-0.9,14.4
-0.9,18.0
-0.9,9.4
-3.1,-2.3
0.0,8.2
-8.3,2.1
-5.1,-2.9
-4.7,2.0
-0.1,13.6
-4.6,20.2
-0.2,7.8
-4.8,5.0
-4.3,-1.6
-4.8,-2.3
-5.0,-3.0
-6.7,-4.8
-4.5,-1.7
-7.6,-16.1
-7.6,0.2
-4.9,0.5
0.0,-23.5
-7.8,-15.8
-3.1,-4.7
-3.0,-5.2
-2.9,-4.9
-2.9,-4.7
-2.7,-4.8
-2.6,-4.6
-4.3,-1.1
-4.7,-2.0
-4.7,-1.8
-5.0,-1.7
-5.2,-0.5
-5.5,10.8
-4.5,-12.3
-7.3,-13.3
-10.1,-9.4
-5.5,-3.5
-1.2,2.0
-7.9,25.5
-5.9,-12.8
-6.2,-6.4
-4.1,-4.7
-7.0,-12.8
-2.1,-3.2
-3.7,-3.5
-3.8,-4.9
-3.4,-4.9
-2.8,-4.9
-5.2,-2.0
-5.6,-1.1
-5.5,-0.8
-5.1,0.2
-5.4,-0.1
-5.5,0.4
-5.7,-0.1
-5.2,0.6
-4.5,-1.9
-5.8,-7.6
-5.8,-7.6
-7.6,-13.7
-2.7,18.6
-7.6,-15.9
-7.6,-17.3
-1.3,-8.8
-4.7,0.5
-2.6,-4.9
-5.4,-1.3
-5.6,-0.9
-5.3,-0.4
-5.2,0.2
-5.4,0.0
-4.5,1.5
-4.4,-3.8
-6.2,9.6
-4.1,-2.7
-7.2,-14.3
-7.6,-13.9
-9.5,-12.8
-9.5,-12.8
-5.7,-2.2
-5.6,-0.7
-5.4,0.0
-5.4,1.0
-5.7,0.3
-5.7,0.0
-4.9,0.1
-4.7,1.1
-4.9,1.3
-4.4,0.4
-4.4,-0.9
-5.2,-5.3
-5.2,-5.4
-5.2,-16.4
-5.5,0.5
-5.2,0.6
-5.2,0.6
-5.6,-4.2
-5.6,0.2
-5.3,0.5
-5.5,-0.5
-4.8,0.6
-4.6,-0.1
-5.0,0.3
-4.9,-0.4
-4.3,-0.2
-4.2,0.2
-4.6,0.1
-4.1,-0.2
-4.9,-13.1
-6.6,-5.6
-5.1,-14.7
-5.6,-7.6
-3.0,-1.9
-2.0,0.8
-4.0,-3.5
-5.2,-6.1
-5.5,-3.7
-5.2,0.6
-5.2,-0.4
-5.1,-0.3
-5.0,-0.8
-4.6,-0.1
-4.4,0.1
-4.3,0.5
-4.3,0.3
-7.0,-14.7
-3.7,-5.3
-3.6,-5.3
-7.1,-14.4
-7.2,9.7
-7.2,8.1
-6.9,-15.2
-7.5,-15.2
-5.3,0.4
-4.7,0.6
-4.3,-0.2
-4.3,-0.1
-4.4,0.4
-4.2,0.7
-4.2,1.1
-5.6,-15.6
-6.6,-4.4
-5.1,-3.1
-8.5,-15.6
-7.5,-15.4
-4.9,-5.5
-5.2,-0.9
-4.9,-0.4
-4.4,0.0
-4.9,-0.2
-4.1,-0.7
-4.5,0.1
-4.3,0.0
-4.5,0.2
-3.4,-1.1
-0.4,-3.3
-1.1,-4.1
-3.5,-4.7
-4.7,-4.4
-5.3,-5.8
-5.3,-6.6
-5.7,-4.2
-5.2,-2.0
-5.4,-1.6
-5.1,-1.1
-4.9,-1.2
-4.3,-1.6
-3.8,-0.8
-4.3,-0.2
-4.2,-0.5
-1.9,0.8
-4.5,-1.5
-4.5,-1.6
-4.6,-4.1
-4.6,-2.8
-5.0,-3.9
-4.5,-2.2
-4.9,-2.7
-4.9,-1.6
-4.6,-1.7
-4.4,-2.1
-4.3,-1.1
-4.5,-1.2
-5.1,-13.0
-1.7,0.7
-4.1,-3.7
-5.0,-3.3
-4.9,-3.4
-4.5,-2.9
-4.4,-3.5
-4.4,-2.8
-4.4,-3.0
-4.4,-1.5
-4.3,-1.5
-6.3,-12.8
-6.9,-7.2
-3.3,-3.4
-2.8,-3.3
-5.8,-13.8
-7.6,24.8
-8.8,-16.2
-2.8,-6.3
-4.3,-4.2
-4.3,-2.7
-4.4,-3.1
-4.3,-2.7
-4.5,-1.9
-4.7,-0.8
-4.6,-0.2
-5.4,0.1
-4.8,0.3
-6.1,-7.3
-0.3,-1.3
-2.7,-1.2
-7.3,-16.7
-5.0,-8.6
-7.6,-15.4
-0.6,-6.1
-4.4,-5.0
-4.5,-5.0
-4.8,-4.9
-4.8,-3.9
-4.8,-3.0
-5.0,-3.5
-5.1,-2.4
-5.0,-2.8
-4.6,-1.4
-4.9,0.5
-7.2,-7.8
-8.6,-16.0
-8.4,3.5
-8.0,-16.2
-5.0,-4.9
-5.0,-4.9
-0.1,-19.6
-0.2,-8.8
-4.4,-5.3
-4.9,-6.4
-4.8,-5.9
-4.9,-5.4
-5.0,-4.2
-4.8,-3.6
-4.8,-2.9
-4.8,-2.5
-5.5,-0.7
-5.5,-0.8
-3.1,-5.7
-3.9,-3.8
-6.3,-5.0
-3.9,-3.6
-3.8,-7.1
-4.3,-6.3
-4.8,-6.1
-4.7,-6.9
-5.1,-6.4
-5.1,-5.8
-5.1,-5.4
-5.1,-4.3
-5.4,-3.4
-5.0,-3.4
-5.5,-2.8
-4.6,-2.3
-5.5,-12.2
-6.9,-8.9
-0.6,3.0
-4.8,-7.4
-1.1,-4.4
-7.3,7.3
-1.5,-8.7
-1.1,-8.4
-4.5,-6.9
-3.6,-5.2
-4.1,-7.1
-4.3,-6.1
-5.0,-6.9
-5.2,-7.1
-5.5,-7.0
-5.2,-6.7
-5.3,-5.7
-5.4,-4.6
-5.0,-4.0
-5.2,-3.8
-5.0,-2.8
-4.0,-6.1
-4.3,-6.1
-5.1,-6.5
-5.5,-7.2
-5.8,-7.6
-5.7,-7.3
-5.3,-6.7
-5.3,-6.1
-5.4,-5.0
-5.0,-4.5
-4.8,-3.7
-4.4,-2.6
-0.2,0.7
-0.2,0.7
-5.8,8.1
-3.2,-5.2
-7.6,-15.7
-7.5,-14.2
-7.7,-13.8
-7.5,-14.3
-7.5,-13.9
-7.5,-13.0
-3.4,-5.6
-4.9,-6.9
-5.3,-7.1
-5.7,-7.5
-6.0,-7.4
-5.9,-7.2
-5.7,-6.6
-4.6,-5.7
-4.8,-4.8
-4.6,-2.7
-5.7,-1.1
-4.8,-3.3
-5.0,1.2
-6.0,0.1
-6.3,1.9
-6.5,4.6
-5.8,4.2
-5.9,2.9
-4.6,0.4
-4.4,-3.1
-1.8,0.3
-4.7,-1.9
-6.7,-7.3
-1.7,-4.2
-7.0,-13.2
-5.6,-6.8
-5.5,0.0
-5.3,-0.2
-5.1,-0.2
-5.1,-0.1
-5.1,-0.1
-5.0,0.2
-5.0,0.5
-5.0,0.5
-4.8,0.7
-4.7,0.3
-4.5,0.4
-4.7,0.3
-4.8,0.3
-5.0,0.3
-5.3,0.0
-5.3,-0.2
-5.4,-0.5
-5.0,0.0
-5.0,-0.2
-5.1,-0.4
-5.1,-0.5
-6.0,-15.9
-5.9,-15.9
-5.3,0.5
-5.3,0.8
-5.2,1.1
-5.3,1.1
-5.5,0.8
-5.6,0.4
-5.6,0.2
-5.6,0.1
-5.3,0.0
-4.8,-0.1
-4.7,0.0
-4.6,-0.2
-4.6,-0.3
-5.1,0.2
-5.2,-0.4
-5.1,-0.3
-3.1,-6.1
-4.9,0.2
-5.3,-2.1
-5.2,-1.3
-5.0,-0.5
-4.9,-0.3
-5.0,-0.1
-5.1,-0.3
-5.2,-0.1
-5.1,-0.2
-4.7,-0.5
-4.5,-0.2
-4.6,0.5
-4.6,-0.1
-6.1,-3.3
-6.1,-2.6
-3.3,-5.3
-5.1,-6.6
-5.4,-7.5
-5.8,-8.0
-5.3,-7.1
-5.0,-6.8
-4.8,-5.4
-4.5,-3.7
-4.3,-3.2
-6.2,-14.1
-3.1,-7.0
1.1,20.3
-3.9,-3.5
-2.1,-3.8
-7.4,-15.2
-6.5,-5.2
-3.1,-3.2
-4.9,-8.0
-4.6,-7.3
-5.0,-6.9
-5.0,-6.1
-4.0,-5.6
-4.1,-3.9
-4.2,-2.6
-4.9,-1.5
-5.3,-0.1
-5.8,-6.5
-6.1,-7.6
-4.4,-6.0
-4.6,-5.5
-4.1,-4.7
-7.1,-6.0
-4.0,-7.3
-4.4,-6.5
-4.1,-6.2
-4.4,-3.8
-4.4,-3.6
-7.5,-7.8
-6.6,-13.3
-20.0,-17.1
-9.0,-4.4
-7.2,-13.2
-7.0,-13.6
-3.0,0.2
-3.0,0.1
-4.6,-6.7
-6.1,-2.6
-6.0,-3.0
-4.3,-5.5
-4.3,-5.5
-2.9,-7.6
-3.5,-8.0
-3.7,-7.4
-4.1,-7.8
-0.5,-26.65
2.7,0.8
0.0,-0.5
0.0,-0.7
0.0,6.0
3.6,0.3
4.2,5.7
3.2,7.9
3.3,7.9
2.7,8.0
8.0,11.3
1.4,4.8
0.9,4.7
0.9,5.3
1.0,4.8
0.7,5.0
0.8,3.7
1.2,4.6
0.7,4.4
1.8,4.2
4.0,5.3
3.5,5.5
3.5,5.6
3.3,5.3
4.5,6.4
3.9,6.1
3.6,6.2
4.2,6.4
3.5,6.8
4.4,6.1
3.8,6.0
3.9,4.6
3.6,5.1
3.1,5.5
8.6,9.9
7.3,9.2
4.9,4.5
-2.8,-2.9
7.8,13.0
7.9,16.6
-1.3,-8.6
7.9,11.9
7.9,17.6
-20.1,1.6
-20.1,0.4
5.5,5.8
1.3,-0.8
1.3,-0.8
7.4,13.6
8.0,11.3
8.1,7.2
7.7,6.3
7.7,7.9
-18.8,2.1
6.8,6.1
8.4,15.4
8.0,13.6
7.8,10.8
7.9,16.5
8.1,16.4
-15.4,13.5
3.8,5.8
3.4,2.7
3.7,2.5
8.3,15.6
-0.4,-5.1
7.9,12.7
3.0,2.5
9.1,19.6
11.2,16.2
3.3,3.2
7.9,16.6
7.5,17.1
8.4,12.0
3.2,3.1
3.2,3.1
8.3,7.1
6.8,7.0
7.3,6.9
7.7,9.4
7.8,16.0
0.2,-1.2
-0.2,-1.3
7.0,14.2
7.7,10.9
8.0,15.6
7.9,15.3
7.8,16.8
2.0,0.6
1.0,-1.2
0.1,-2.2
0.5,-2.9
-0.5,-3.3
-0.5,-3.6
0.1,-4.8
10.8,10.4
1.2,0.3
0.5,-2.4
1.1,-3.0
-0.2,-2.9
-0.2,-3.0
4.6,-12.2
7.9,15.1
-1.5,-5.0
1.3,-1.7
0.9,-1.9
1.1,-1.6
0.3,-1.9
0.8,-2.2
8.0,12.3
7.9,10.8
0.3,-2.6
-0.9,-1.4
-1.0,-3.5
8.3,15.0
7.7,13.7
-0.4,-0.4
2.3,0.1
2.5,0.0
0.8,-1.5
0.8,-1.8
-0.9,-3.9
2.4,1.2
1.2,-0.6
1.7,-1.0
-1.6,-5.6
7.5,13.1
11.7,-21.2
3.4,1.5
2.8,0.6
-0.4,-1.6
-0.2,-2.0
2.3,3.0
2.6,-35.55
3.9,0.7
2.8,1.0
3.0,1.1
3.3,1.4
3.4,2.1
2.9,1.1
3.0,2.2
7.7,12.9
-1.1,-2.8
8.4,16.4
7.6,11.8
7.8,11.5
4.0,4.6
2.4,1.9
1.5,0.9
-0.5,-2.3
-1.0,-2.4
-0.5,-1.8
-1.2,-2.1
1.9,4.8
7.2,16.9
7.5,17.6
-0.1,27.15
6.3,6.6
3.9,4.9
2.8,3.5
2.2,1.9
1.1,0.9
-0.7,-1.0
-0.3,-0.9
-0.4,-1.6
-0.2,-1.8
-0.2,-2.2
-0.5,-2.9
-1.4,-2.7
5.1,5.0
4.1,3.6
3.7,2.4
1.7,1.2
1.1,0.2
-0.1,-0.9
-0.9,-1.3
-0.3,-2.0
3.7,4.9
1.6,4.0
1.4,4.5
1.3,4.6
1.3,4.8
13.7,11.4
1.3,5.0
1.3,4.9
1.3,5.0
1.3,5.0
1.4,4.9
1.5,4.7
1.6,3.9
1.9,1.8
1.1,0.2
0.2,-0.8
7.8,11.9
7.5,15.6
12.9,12.8
0.4,-3.6
-0.3,-1.5
-0.3,-1.5
7.4,9.4
7.4,11.9
-6.9,-8.3
-7.4,-11.8
-6.4,-8.3
-7.2,-11.9
-7.3,-9.4
-1.2,3.9
-6.9,7.8
-7.6,25.2
-5.1,-7.8
-4.5,-8.3
-4.5,-9.4
-4.2,-5.7
-2.9,-4.3
-7.6,-10.3
-4.3,21.3
-7.8,-9.4
-1.0,-4.0
-3.7,-8.9
-4.1,-6.7
-5.5,-6.4
-5.0,-6.7
-4.8,-6.5
-5.0,-6.0
-4.7,-5.5
-5.0,-5.4
-5.1,-5.8
-4.6,-6.5
-5.2,-6.2
-5.1,-6.3
-4.8,-6.6
-3.9,-6.3
-1.6,-38.85
-3.9,12.3
-4.9,3.8
-6.2,-13.2
-3.3,28.65
-3.9,17.4
-2.1,1.0
-7.7,19.1
-7.6,-13.1
-7.0,23.9
-6.9,-15.1
-9.1,17.2
-6.7,-8.6
-7.7,-6.7
16.3,-7.2
17.8,-2.3
17.9,-2.3
10.1,-6.5
0.7,-5.3
12.5,-6.8
-2.1,-5.6
11.4,-4.5
12.1,-4.1
0.2,-2.3
-2.1,-3.7
-2.0,-3.7
-3.2,-1.4
12.4,-6.6
-7.2,-10.0
-5.5,-5.5
-5.5,-5.5
-0.9,-3.5
17.8,-6.2
-1.8,-1.1
0.4,0.3
11.8,-6.1
-2.6,-5.3
16.7,-10.2
19.3,-11.2
17.4,-6.3
17.5,-8.1
14.5,-7.8
17.5,-3.8
-5.7,-5.9
-4.2,-0.8
-2.7,-2.0
-2.5,-3.2
-3.6,-2.6
-2.5,2.3
-4.1,-0.7
-2.6,0.2
15.7,-3.5
-1.6,-5.2
-42.35,-5.3
-1.1,-4.7
18.8,-7.9
18.9,-9.8
17.7,-7.9
18.3,-11.2
18.5,-8.5
15.7,-7.4
-1.4,-3.5
-6.4,-3.8
-5.0,-2.4
-1.1,-2.6
-2.4,0.6
-2.6,-1.6
-1.3,-1.1
-1.7,-0.1
-1.9,0.4
-1.6,-0.8
-3.6,-2.6
-2.3,-0.5
-2.9,-0.7
-2.5,-2.2
-3.3,-3.3
-3.1,-2.5
-2.7,-0.7
-2.8,-0.8
-2.9,-0.6
-2.3,1.0
-2.2,1.0
-2.4,1.0
-3.2,0.6
-3.4,-0.1
-3.0,-0.3
-2.9,-0.5
-3.4,-0.6
-3.7,-1.1
-3.2,-2.1
-3.5,-2.9
-3.7,-2.8
-3.9,-3.0
-3.6,-3.4
-3.2,-1.3
-3.7,-0.9
-4.8,-2.0
-5.9,-1.9
-6.2,-1.3
-5.3,0.0
-1.7,-1.6
-1.4,-1.9
-2.4,-1.9
-2.2,-0.8
-1.6,-1.4
-2.3,-0.4
-1.0,0.1
21.0,-3.4
17.0,-2.4
0.3,-2.3
-24.2,-1.2
-24.3,-1.2
-24.2,-1.3
-24.2,-1.1
-24.3,-0.9
-24.2,-1.9
1.8,-0.6
1.7,1.2
-2.0,-4.3
10.6,-4.9
-3.9,-5.6
-49.35,-7.0
16.1,-6.1
9.8,24.3
-1.6,2.4
-3.3,-4.2
10.0,4.6
-3.7,-19.7
-3.0,0.3
-2.1,-0.5
-4.1,-1.3
-4.7,-13.3
-2.1,-2.6
-29.65,-4.9
-2.0,-2.4
-2.0,-2.4
-5.3,-12.1
-1.8,-2.4
-29.05,-0.1
-2.0,-1.1
-2.7,-1.2
-1.9,-1.5
-2.9,0.8
-1.6,0.3
-2.4,-2.5
-1.9,4.2
-2.4,-0.4
-2.3,1.6
-4.2,-13.2
-2.1,-2.6
-1.1,-0.8
-2.4,0.7
-0.7,2.1
-1.9,-1.0
-2.8,-0.9
-2.9,-0.1
-1.6,-3.7
-6.2,1.0
-6.2,2.0
-1.7,-2.2
-3.1,-4.6
-5.1,-41.75
-2.4,-1.6
-2.0,10.7
-2.1,-2.7
-1.7,-1.1
-2.6,-1.9
-3.2,23.9
-2.4,2.1
-2.5,2.7
2.2,8.0
-1.7,-6.5
2.4,3.1
3.4,24.7
0.3,0.7
2.4,7.9
-2.8,-9.9
0.9,9.4
-2.5,-9.5
1.1,19.3
1.5,6.4
2.3,7.8
2.6,9.7
2.4,6.6
2.5,8.6
3.0,6.4
2.4,7.4
3.3,6.3
2.3,6.4
1.0,8.7
1.8,1.9
1.7,1.9
-0.6,2.3
1.2,0.9
1.1,-3.0
-0.8,-27.05
3.4,14.6
1.7,8.7
1.1,1.4
1.0,23.0
2.3,7.2
-24.9,-0.1
-1.1,-4.1
1.2,17.1
0.2,3.6
0.7,2.8
0.4,2.0
0.3,-1.2
0.6,-1.0
0.9,-0.7
1.0,-0.5
2.0,3.7
2.7,1.2
2.6,-0.2
2.4,-2.3
1.2,-0.7
1.3,0.5
2.1,1.3
2.0,3.7
1.8,1.8
2.9,3.4
4.0,1.7
3.8,1.0
2.2,0.9
2.6,-0.7
2.2,-0.1
1.1,0.2
2.1,-0.5
1.4,0.7
1.5,3.1
1.7,3.6
5.3,4.4
3.7,2.5
3.5,2.2
2.2,0.7
1.4,2.1
1.3,4.4
1.2,3.7
1.5,3.1
3.9,5.1
1.1,3.0
1.2,3.2
1.7,2.8
1.1,2.8
1.9,2.4
4.5,11.0
0.3,2.3
0.8,2.3
-16.8,10.1
3.5,4.5
4.0,-8.0
-1.9,-2.8
1.1,-4.0
0.9,-6.6
-2.7,-5.6
-2.7,-5.6
3.0,2.9
-22.4,15.6
4.9,7.8
3.7,6.6
5.0,6.7
5.8,10.9
4.6,7.5
5.1,7.8
4.4,7.7
-21.3,13.5
-1.7,-3.1
6.0,8.7
-2.7,-8.3
6.9,12.1
0.8,2.2
-1.4,-5.6
0.8,0.2
0.9,1.4
0.0,-2.7
0.2,-7.6
0.6,-3.1
-22.5,6.2
1.5,-4.4
0.1,-2.7
4.2,10.7
2.3,2.0
1.4,-8.7
0.4,-5.8
6.2,13.6
5.0,8.3
5.2,6.5
3.0,5.1
0.3,-3.4
4.0,4.2
2.9,3.8
2.3,2.3
-1.4,-7.2
1.0,-2.5
-4.5,1.1
-21.2,13.1
1.6,3.1
1.4,-3.1
0.9,-4.4
1.9,4.5
0.9,-5.8
0.0,-7.1
0.8,-7.5
4.2,7.4
2.5,-1.5
6.0,4.2
-4.4,-3.2
1.7,-0.8
1.8,-0.5
0.4,0.1
0.5,1.0
5.6,9.6
5.0,8.4
1.8,1.9
15.5,-2.6
1.7,-4.5
1.3,3.8
1.1,-3.6
-3.4,-11.6
-3.4,-12.2
-5.7,-1.0
-7.3,-1.3
-7.2,-2.2
-6.4,-2.6
2.5,3.4
-8.3,-0.9
3.1,0.8
0.7,3.4
1.0,4.1
1.8,4.3
1.8,4.0
1.5,3.7
1.4,3.4
1.4,3.6
1.7,3.5
1.8,3.1
1.9,3.4
1.8,3.1
1.8,3.0
1.7,2.9
1.7,3.0
1.7,2.6
1.6,3.8
1.6,3.7
1.9,3.4
-6.2,2.0
-6.2,1.4
-6.5,-1.3
-1.6,4.7
-1.6,4.7
1.8,2.0
-0.3,-6.9
-1.4,-5.1
-3.2,4.0
-4.2,1.5
-5.0,1.5
-5.2,-0.3
-3.4,2.6
-1.8,2.0
-2.1,2.1
4.8,10.1
4.8,10.8
-2.2,1.6
-2.4,0.9
-3.2,0.6
0.3,-0.4
-0.5,-0.7
0.6,-0.3
6.9,7.1
4.4,14.0
7.1,10.8
6.7,0.9
6.8,5.8
5.9,5.5
8.3,2.5
6.8,6.6
5.7,11.2
5.9,7.5
5.9,12.8
5.5,11.9
7.9,14.4
6.6,-26.55
6.4,17.5
7.1,5.9
0.1,-2.7
4.7,7.9
6.0,8.4
0.2,-4.8
8.2,-27.15
6.2,13.3
-0.3,-4.3
-27.55,-11.2
4.8,-0.1
4.7,0.0
-1.2,-7.2
1.4,9.5
2.4,-42.35
-0.1,-0.7
-0.1,-0.6
-2.1,2.8
-26.65,-12.2
-26.55,-12.0
8.4,13.1
6.7,4.8
7.4,2.2
7.8,1.9
8.0,3.6
5.8,10.2
3.2,8.4
4.6,9.1
7.3,11.1
2.5,7.2
2.5,7.2
5.6,-1.4
5.6,-1.5
6.2,-1.0
6.3,0.2
5.8,1.9
5.6,2.6
5.5,3.0
5.0,4.0
7.6,5.8
4.0,10.4
5.2,9.7
3.3,8.8
2.3,6.5
7.8,3.5
