P-wave time shift, S-wave time shift
-0.8,2.9
-0.9,3.0
-0.9,3.0
-0.8,3.1
-0.9,3.1
-1.1,-3.9
-3.5,-10.0
-2.0,-4.1
-1.6,-3.3
-1.1,2.2
-1.4,-3.4
-0.5,3.5
-1.1,3.0
-0.4,2.3
-3.3,-8.8
-2.5,-4.5
-1.2,2.5
-1.3,1.9
-1.0,2.7
-0.9,3.1
-0.9,2.9
-1.9,-4.5
-1.2,2.7
-0.6,3.1
-0.9,3.2
-1.4,-0.1
-0.9,2.9
-0.9,2.8
-0.9,2.9
-0.9,2.8
-1.2,-0.7
-2.2,-7.4
-2.0,-3.5
-2.0,-3.0
-1.2,-1.2
-0.6,-0.8
-0.5,-0.7
-0.6,-1.3
-2.5,-7.4
-2.5,-3.5
-2.2,-3.0
-0.5,-1.2
-4.1,-3.7
-1.3,-9.7
-1.5,-9.7
-0.6,-7.5
-3.6,-4.0
-1.9,-10.3
-1.0,-9.7
-1.2,-9.5
-1.8,-10.3
-1.0,-7.4
-2.8,-9.7
-2.3,-9.7
-2.1,-7.5
-2.7,-10.5
-2.9,-10.3
-3.4,-8.4
-1.5,-9.7
-4.1,-13.9
-2.7,-8.6
-2.7,-8.3
-3.5,-10.5
-5.4,-17.0
-2.3,-9.5
-4.1,-13.0
-3.9,-11.7
-3.1,-10.3
-2.5,-7.4
16.55,10.5
19.15,-3.1
21.35,3.3
-3.6,-8.1
-5.2,-13.35
-2.2,-3.0
-1.8,-4.3
-1.8,5.6
-4.1,-6.7
20.95,2.9
18.15,-6.7
18.15,-6.6
-4.7,-12.1
-4.7,-12.1
19.55,-1.6
-1.6,-4.4
-1.4,-4.2
16.55,9.3
19.15,-3.8
21.25,-33.45
-4.8,-15.1
-5.2,-11.6
21.35,2.6
-3.6,-34.35
-2.3,26.0
-3.6,-9.1
-4.1,-31.85
-2.2,-4.4
-3.9,-0.3
-1.8,-6.4
-1.8,6.8
-4.1,-8.1
-3.9,-7.1
20.95,1.5
18.15,-8.2
18.15,-8.1
-3.3,0.6
-4.7,-12.6
-4.7,-12.6
19.55,-2.7
-1.6,-6.1
-1.4,-6.1
-0.7,-2.3
-0.4,-3.1
-3.9,-8.1
-4.5,-13.35
-2.5,-3.0
-2.0,-4.3
-2.0,5.6
-3.9,-6.7
-1.9,-6.7
-1.9,-6.6
-3.5,-12.1
-3.5,-12.1
0.5,-1.6
-2.0,-4.4
-2.0,-4.2
-0.7,-2.4
-0.4,-3.8
-4.2,-15.1
-4.8,-11.6
-3.3,-34.35
-2.9,26.0
-3.9,-9.1
-4.0,-31.85
-2.5,-4.4
-2.0,-6.4
-2.0,6.8
-3.9,-8.1
-3.8,-7.1
-1.9,-8.2
-1.9,-8.1
-3.6,0.6
-3.5,-12.6
-3.5,-12.6
0.5,-2.7
-2.0,-6.1
-2.0,-6.1
-5.8,-1.1
-5.8,-1.1
-5.8,-4.8
-4.9,-4.3
-3.6,3.5
-2.8,-8.9
-3.0,-1.1
-3.0,-1.1
-0.8,-32.85
-3.3,-5.8
-2.5,-6.8
-3.6,2.2
-2.9,-4.8
-2.7,-6.7
-2.6,-5.3
-2.5,-6.7
-3.1,-5.4
-2.5,-5.3
-2.4,-4.3
-2.6,-5.5
-2.6,-5.4
-7.0,-10.0
-5.7,-5.8
-4.4,-4.8
-4.4,-4.7
-4.3,-4.7
-4.3,0.4
-6.9,-9.3
-5.9,-9.2
-6.0,-9.1
-6.2,-8.7
-8.2,-13.25
-5.8,-8.5
-4.1,-2.6
-4.7,-7.4
-4.7,-7.5
-8.7,-14.95
-5.7,-5.8
-4.4,-3.4
-4.4,-3.2
-4.3,-3.2
-4.3,-0.1
-6.9,-9.1
-5.9,-9.3
-6.0,-9.4
-6.2,-8.5
-8.1,-22.7
-8.2,-12.9
-5.8,-8.2
-8.7,-14.3
-8.4,-13.1
-4.1,3.0
-8.3,-5.8
-5.3,-4.8
-5.3,-4.7
-5.2,-4.7
-5.2,0.4
-9.3,-9.3
-7.5,-9.1
-8.3,-8.7
-5.5,2.1
-6.6,-8.5
-3.8,-2.6
-4.5,-7.4
-4.6,-7.5
-6.0,-8.4
-4.0,-8.1
-4.0,-8.1
-7.3,-7.9
-7.0,-7.9
-4.1,1.6
-8.3,-5.8
-5.3,-3.4
-5.3,-3.2
-5.2,-3.2
-5.2,-0.1
-9.3,-9.1
-7.5,-9.4
-8.3,-8.5
-9.4,-22.7
-5.5,0.0
-6.6,-8.2
-6.0,-8.8
-4.0,-7.7
-4.0,-7.9
-8.7,-13.1
-7.0,-8.6
-1.7,1.3
-1.7,-1.2
-1.2,3.3
-1.7,-1.0
-0.7,3.1
-2.1,0.0
-2.1,0.0
-1.2,4.0
-2.0,1.3
-1.5,-1.2
-1.0,3.3
-1.5,-1.0
-0.4,3.1
-2.3,0.0
-2.3,0.0
-1.0,4.0
-2.2,1.3
-2.2,1.2
-2.1,1.1
-1.7,2.1
-1.4,1.5
-1.2,4.8
-4.8,-8.2
-4.8,-8.2
-1.5,4.2
-4.1,-7.3
-2.1,2.0
-2.1,4.7
-4.2,-7.4
-4.7,-8.5
-4.2,-8.1
-4.2,-7.3
-1.1,5.2
-2.0,3.1
-2.0,3.1
-2.2,2.5
-1.7,4.3
-1.7,3.8
-1.3,6.2
-1.4,6.0
-0.8,6.5
-1.5,1.3
-1.6,1.2
-1.4,1.1
-1.4,2.1
-4.6,-14.25
-0.8,1.5
-1.5,4.8
-4.1,-8.2
-4.1,-8.2
-1.5,4.2
-3.6,-7.3
-1.9,2.0
-1.8,4.7
-3.4,-7.4
-4.2,-8.5
-3.9,-8.1
-3.7,-7.3
-0.6,5.2
-2.2,3.1
-2.2,3.1
-1.7,2.5
-1.4,4.3
-1.3,3.8
-1.0,6.2
-1.5,6.0
-0.9,6.5
-2.2,11.8
-1.8,9.6
-1.7,7.5
-2.2,11.8
-1.9,9.6
-1.6,7.5
-1.1,-7.9
-0.9,-8.1
-0.8,-6.3
0.0,-4.1
0.4,-4.7
0.7,-2.4
0.7,-2.5
0.7,-2.4
0.3,-5.8
0.1,-6.0
0.7,1.4
0.6,1.1
-0.3,-7.0
0.6,1.8
0.6,3.1
0.1,-0.9
0.5,-3.5
0.8,3.2
-0.6,-8.4
-0.5,-3.2
0.6,2.6
0.3,-4.4
0.3,0.4
0.7,1.5
0.4,-5.9
-0.7,-7.5
-1.5,-5.7
-0.2,-2.0
-1.1,-9.6
1.8,0.8
-0.9,-9.1
-0.8,-6.8
0.0,-3.4
0.3,0.9
-0.9,-5.5
0.4,-3.7
0.7,-1.5
0.7,-1.3
0.7,-1.3
0.3,-5.8
-0.4,-7.8
0.1,-6.1
-0.6,-6.9
-1.0,-6.2
0.5,-1.1
-0.4,-7.3
-0.5,-5.6
-0.8,-7.4
-1.0,-5.6
0.7,1.2
0.6,1.8
0.2,0.3
0.3,1.2
-0.3,-6.4
0.6,2.2
0.6,2.5
0.1,-1.8
-0.4,-4.2
0.9,2.8
-0.6,-8.6
-0.8,-2.4
-0.8,-2.7
-0.2,-6.0
0.7,1.7
0.8,1.7
0.8,1.6
0.5,-2.4
0.8,2.3
0.8,2.3
-0.1,-2.5
0.0,-1.5
0.5,1.6
-0.6,-8.4
0.1,-1.8
-0.5,-2.8
-0.4,-3.8
-0.4,-3.8
0.0,-1.2
0.7,1.3
0.6,2.6
0.3,-3.5
0.3,0.2
-0.2,-2.6
0.2,-2.9
0.5,1.9
0.1,-2.2
0.3,-1.3
0.7,1.8
-0.5,-6.3
-0.5,-6.2
0.4,-5.7
-0.7,-7.4
0.8,2.8
0.3,1.0
-0.8,-6.7
0.8,-1.6
0.1,-4.2
-1.1,-6.8
-0.4,12.1
0.3,-3.5
-1.0,-9.0
-1.5,-7.3
-0.2,-2.7
0.5,-0.3
-0.1,-5.3
0.8,-4.1
1.3,-4.7
1.5,-2.4
1.5,-2.5
1.5,-2.4
0.7,-5.8
0.9,-6.0
1.0,1.4
0.6,1.1
0.5,-7.0
1.2,1.8
0.6,3.1
0.7,-0.9
1.6,-3.5
1.0,3.2
0.2,-3.2
0.7,2.6
1.0,-4.4
1.0,0.4
1.0,1.5
0.0,-5.9
-1.4,-5.7
0.3,-2.0
3.1,0.8
0.8,-3.4
0.9,0.9
0.0,-5.5
1.3,-3.7
1.5,-1.5
1.5,-1.3
1.5,-1.3
0.7,-5.8
0.9,-6.1
0.1,-6.9
1.5,-1.1
0.4,-7.3
0.3,-5.6
1.0,1.2
0.6,1.8
0.6,0.3
0.7,1.2
0.5,-6.4
1.2,2.2
0.6,2.5
0.7,-1.8
0.3,-4.2
1.1,2.8
0.5,-5.8
0.8,-2.4
0.8,-2.7
0.3,-6.0
0.7,1.7
0.8,1.7
0.8,1.6
1.6,-2.4
1.0,2.3
0.9,2.3
0.6,-2.5
0.6,-1.5
1.0,1.6
0.3,-5.3
0.6,-1.8
0.2,-2.8
0.3,-3.8
0.3,-3.8
0.6,-1.2
0.7,1.3
0.7,2.6
1.0,-3.5
1.0,0.2
0.5,-2.6
0.7,-2.9
0.7,1.9
0.5,-2.2
0.9,-1.3
1.0,1.8
0.0,-5.7
0.9,2.8
0.6,1.0
1.7,-1.6
0.2,-4.2
1.3,-3.5
-1.4,-7.3
0.3,-2.7
0.8,-0.3
0.0,-2.5
2.3,-0.3
0.0,-2.1
2.3,-0.7
-0.2,-2.5
2.2,-0.3
-0.8,-7.4
-0.8,-7.4
-0.2,-2.1
2.2,-0.7
-0.8,-6.9
-1.4,9.8
-3.8,-4.6
-2.5,4.3
-1.8,9.0
-4.4,-5.5
-2.0,6.9
-9.0,-9.9
-2.6,4.3
-3.7,-5.4
-1.4,9.2
-2.4,-1.6
-2.9,-1.9
-3.1,-2.2
-4.6,-4.2
-4.1,-4.1
-4.4,-4.1
-2.8,-2.0
-2.0,8.2
-1.7,8.7
-1.6,9.9
-1.6,10.1
-2.3,10.1
-2.2,10.4
-1.8,8.5
-2.6,1.0
-2.2,-1.3
-3.8,-5.8
-2.5,2.7
-1.8,9.5
-1.8,9.4
-1.8,2.6
-4.4,-6.0
-2.0,5.1
-9.0,-12.1
-1.8,7.3
-2.3,4.2
-3.7,-5.4
-1.4,7.2
-2.9,-0.5
-2.4,-0.8
-1.8,5.2
-2.9,-3.2
-3.1,-3.5
-4.6,-4.9
-4.1,-5.6
-4.4,-5.5
-2.8,-3.1
-2.2,-34.45
-2.9,0.8
-2.6,-0.1
-2.3,2.3
-1.6,9.1
-1.6,9.0
-2.3,10.3
-2.2,10.4
-1.8,7.5
-2.2,-2.1
-1.3,9.8
-3.4,-4.6
-1.4,4.3
-1.0,9.0
-3.4,-5.5
-3.1,-1.7
-1.7,6.9
-30.55,-2.6
-9.5,-9.9
-3.7,-4.4
-4.1,-4.7
-1.2,4.3
-3.1,-5.4
0.0,9.2
-5.8,-6.5
-2.4,-1.6
-2.1,-1.9
-2.3,-2.2
-3.8,-4.2
-5.0,-5.1
-4.5,-4.1
-4.1,-4.1
-1.8,-2.0
-1.0,8.2
-4.9,-5.2
-4.9,-5.2
-0.8,8.7
-1.2,9.9
-1.2,10.1
-1.1,10.1
-1.1,10.4
-1.2,8.5
-1.7,1.0
-1.3,-1.3
-3.4,-5.8
-1.4,2.7
-1.0,9.5
-1.0,9.4
-1.1,2.6
-3.4,-6.0
-4.8,-6.9
-3.1,-2.5
-3.2,-2.8
-1.7,5.1
-9.5,-12.1
-0.7,7.3
-3.7,-5.3
-4.1,-5.7
-1.3,4.2
-3.1,-5.4
0.0,7.2
-2.2,-0.5
-5.8,-8.8
-2.4,-0.8
-0.8,5.2
-2.1,-3.2
-2.3,-3.5
-3.8,-4.9
-5.0,-6.4
-4.5,-5.6
-4.1,-5.5
-1.8,-3.1
-1.2,-34.45
-1.9,0.8
-2.3,-0.1
-1.4,2.3
-4.9,-5.9
-4.9,-5.9
-1.2,9.1
-1.2,9.0
-1.1,10.3
-1.1,10.4
-1.2,7.5
-1.3,-2.1
-1.7,2.4
-3.9,-5.8
-3.3,-6.4
-3.5,-4.0
-3.4,-3.4
-3.2,-7.3
-4.0,-5.5
-1.7,2.7
-1.7,2.6
2.9,-3.1
2.9,-3.0
-3.9,-6.1
-4.4,-6.9
-3.3,-5.2
-3.5,-4.1
-3.4,-3.5
-3.2,-8.2
-3.8,-5.0
-4.0,-4.4
-4.0,-5.3
-1.7,2.6
-0.9,2.4
-0.9,2.3
-0.9,2.2
-2.8,-4.1
-2.5,-2.2
-3.5,-5.8
-3.1,-5.6
-3.1,-5.4
-3.3,-5.6
-3.2,-5.5
-3.5,-5.9
-2.8,-4.0
-2.9,-4.2
-3.2,-6.5
-3.2,-6.5
-3.0,-5.0
-2.7,-4.9
-3.0,-4.9
-2.7,-4.9
-3.4,-4.4
-3.4,-4.1
-3.2,-4.6
-1.7,0.6
-2.7,-3.7
-3.1,-4.2
-3.2,-4.1
-2.3,-6.4
-3.0,-4.2
-3.0,-4.2
-2.9,-4.0
-3.1,-3.9
-3.2,-4.4
-3.2,-6.0
-1.7,-1.4
-2.8,-3.0
-2.8,-3.2
-3.0,-4.4
-3.2,-4.2
-3.2,-3.9
-3.2,-4.0
-3.0,-4.6
-2.9,-3.4
-1.2,2.4
-1.9,0.7
-3.1,-7.3
-3.2,-5.1
-1.2,0.9
-2.9,-4.1
-2.7,-3.6
-2.8,-3.6
-3.1,-3.6
-2.2,-3.1
-2.9,-3.7
-3.0,-3.1
-0.6,1.1
-2.6,-3.2
-0.5,2.3
-3.2,-5.5
-2.6,-4.1
-0.7,1.9
-0.8,2.2
-2.3,-4.2
-1.5,0.3
-2.8,-5.1
-1.3,1.2
-2.6,-2.3
-0.8,2.2
-0.8,2.1
-0.8,2.2
-2.1,-1.0
-1.0,1.7
-0.6,2.8
-0.9,2.7
-0.8,3.1
-0.9,2.6
-0.9,2.6
-0.9,2.5
-2.8,-3.7
-2.5,-1.9
-3.5,-6.1
-3.1,-5.2
-3.1,-5.1
-3.5,-6.9
-3.3,-5.0
-3.2,-5.3
-3.5,-5.3
-2.8,-3.5
-2.9,-3.7
-3.2,-6.0
-3.2,-6.0
-3.0,-4.8
-2.7,-4.3
-3.0,-4.7
-2.7,-4.7
-3.4,-4.6
-3.4,-4.5
-3.2,-4.4
-1.7,0.5
-2.7,-3.1
-3.1,-4.0
-3.2,-4.3
-2.3,-5.2
-2.9,-3.6
-3.0,-3.8
-3.0,-3.8
-2.9,-3.9
-3.1,-3.4
-3.2,-4.2
-3.2,-5.5
-2.8,-2.8
-2.8,-2.9
-3.0,-4.4
-3.2,-4.0
-3.2,-4.0
-3.2,-4.1
-3.0,-4.2
-2.9,-3.5
-1.2,2.6
-1.9,0.6
-3.1,-8.2
-1.2,1.0
-2.9,-3.6
-2.7,-3.3
-2.8,-3.6
-3.1,-3.6
-2.2,-2.4
-2.9,-3.8
-3.0,-3.3
-0.6,1.7
-2.6,-2.9
-0.5,2.8
-3.1,-5.0
-3.2,-4.4
-2.6,-3.7
-0.7,2.1
-0.8,2.2
-2.3,-3.6
-1.5,0.0
-2.8,-4.5
-1.3,1.2
-2.6,-2.0
-3.3,-2.6
-3.6,-4.6
-0.8,2.3
-0.8,2.3
-0.8,2.3
-3.4,-5.3
-1.0,2.4
-0.6,2.7
-0.9,2.6
-0.8,3.2
-6.1,-12.0
-2.4,-0.4
-1.7,4.1
-2.5,-2.2
-2.5,-2.2
-2.1,5.0
-6.1,-12.1
-6.3,-13.1
-2.4,-1.6
-6.1,-12.5
-1.7,3.9
-2.5,-2.5
-2.5,-2.6
-5.7,-10.3
-4.3,-7.3
-5.8,-12.9
-5.9,-13.0
-5.6,-10.1
-6.2,-13.0
-6.0,-13.5
-2.1,6.4
-6.1,-12.0
-5.1,-12.0
-0.9,-0.4
-1.5,4.1
-1.5,-2.2
-1.4,-2.2
-0.6,7.7
-1.1,6.5
-1.0,5.0
-5.1,-12.1
-5.7,-13.1
-0.9,-1.6
-5.4,-12.5
-1.5,3.9
-1.5,-2.5
-1.4,-2.6
-4.6,-10.3
-4.1,-7.3
-5.2,-12.9
-5.4,-13.0
-5.0,-10.1
-5.4,-13.0
-5.0,-13.5
-0.6,7.3
-1.1,7.2
-1.0,6.4
-5.3,-12.0
-4.5,-11.5
-2.2,-4.5
-1.7,-1.4
-1.5,-3.2
-2.3,-4.4
-1.9,0.6
-1.9,-5.1
-2.1,-3.4
-1.7,-0.6
-1.1,3.1
-1.0,3.6
-1.1,1.9
-1.1,1.9
-1.1,1.8
-1.5,2.5
-1.5,2.6
-0.4,7.0
-1.0,1.8
-3.1,-5.2
-1.8,-3.8
-1.3,-0.2
-1.4,-3.6
-2.3,-4.7
-1.8,-4.2
-3.8,-8.1
-2.2,-4.3
-4.8,-5.4
-4.8,-5.4
-1.7,-2.8
-2.2,-5.3
-1.5,-4.5
-13.65,-15.6
-1.1,0.4
-2.3,-4.7
-1.4,-2.5
-1.8,-3.5
-2.8,-5.3
-3.4,-7.1
-0.7,-0.2
-2.2,-5.0
-6.1,-7.5
-2.8,2.8
-1.2,-1.6
-2.5,-6.5
-1.2,-1.4
-2.3,-4.3
-2.1,-4.3
-2.1,-4.3
-2.2,-4.0
-1.9,-3.9
-4.8,-5.0
-4.8,-5.0
-2.1,-3.6
-1.7,-2.4
-0.8,0.5
-1.1,-0.9
-1.1,3.5
-1.0,3.9
-0.9,-0.3
-5.1,-2.7
-1.8,-3.3
-1.1,0.7
-1.1,0.7
-1.1,0.7
-1.5,1.5
-1.5,1.9
-5.3,-11.7
-5.4,-5.5
-1.3,-0.2
-1.9,-4.0
-2.8,-5.6
-2.4,-0.8
-1.2,0.5
-1.3,0.3
-1.2,1.0
-0.4,7.5
-2.6,-4.5
-2.3,-1.4
-1.9,-3.2
-2.6,-4.4
-2.1,0.6
-2.0,-5.1
-2.4,-3.4
-2.0,-0.6
-1.4,3.1
-1.3,3.6
-1.7,1.9
-1.7,1.9
-1.7,1.8
-1.6,2.5
-1.6,2.6
-1.1,7.0
-1.6,1.8
-3.1,-5.2
-2.0,-3.8
-1.5,-0.2
-1.6,-3.6
-2.3,-4.7
-1.7,-4.2
-3.7,-8.1
-2.6,-4.3
-4.8,-5.4
-4.8,-5.4
-2.3,-2.8
-2.2,-5.3
-1.9,-4.5
-13.4,-15.6
-1.2,0.4
-2.6,-4.7
-1.7,-2.5
-1.8,-3.5
-2.8,-5.3
-3.5,-7.1
-0.8,-0.2
-1.9,-5.0
-5.5,-7.5
-1.8,2.8
-1.3,-1.6
-2.4,-6.5
-1.3,-1.4
-2.4,-4.3
-2.5,-4.3
-2.5,-4.3
-2.7,-4.0
-2.0,-3.9
-4.6,-5.0
-4.6,-5.0
-2.4,-3.6
-2.0,-2.4
-1.0,0.5
-1.3,-0.9
-1.4,3.5
-1.3,3.9
-1.1,-0.3
-4.6,-2.7
-2.1,-3.3
-1.7,0.7
-1.7,0.7
-1.7,0.7
-1.6,1.5
-1.6,1.9
-5.1,-11.7
-4.9,-5.5
-1.6,-0.2
-2.1,-4.0
-3.0,-5.6
-1.2,-0.8
-1.3,0.5
-1.7,0.3
-1.6,1.0
-1.1,7.5
1.0,4.7
-3.0,1.6
-3.2,1.1
-2.9,1.9
-3.2,2.2
-4.0,-1.5
-3.6,-3.0
-3.9,-4.1
-4.0,1.5
-3.5,0.9
-3.0,1.1
-3.1,-0.9
-4.1,2.5
-4.7,-2.5
-3.2,0.5
-2.6,3.8
-2.9,0.5
-4.1,-3.1
-3.6,-3.5
-3.6,-3.5
-3.1,-1.3
-3.0,-1.2
-3.2,0.7
-4.0,-1.3
-3.6,-1.9
-3.5,0.1
-2.8,0.8
-3.3,-0.2
-4.0,0.3
3.8,-7.8
-3.5,1.6
-1.6,1.0
-4.4,-5.4
-4.4,-7.8
-3.0,-4.2
-3.8,-2.9
-3.0,-3.8
-2.6,-2.4
-3.6,-5.2
-1.6,0.8
-4.4,-4.6
-3.1,-3.5
-3.1,-3.5
-3.5,-5.3
-3.1,-2.1
-3.3,-2.9
-2.6,-1.8
-2.4,-1.3
-2.6,-2.7
-4.0,-7.2
-3.9,-4.8
-3.1,-3.3
-4.2,-8.3
-3.3,-4.3
-3.3,-4.5
-3.4,-4.7
-0.8,2.2
-3.9,-7.0
-3.2,-4.2
-2.8,-2.5
-2.7,-2.2
-4.7,-9.5
-3.6,-6.5
-3.6,-6.5
-3.6,-6.5
-4.3,-7.3
-4.8,-8.3
-3.1,-3.8
-3.7,-6.6
-3.7,-6.6
-3.7,-6.5
-3.4,-5.8
-3.4,-4.4
-4.4,-5.2
-2.5,-1.7
-2.6,-2.0
-4.1,-8.0
-3.9,-7.2
-3.0,-2.0
-3.1,-4.0
2.0,13.25
2.0,13.25
-0.8,1.0
-1.0,-0.6
-1.2,-1.7
-1.2,-0.4
-1.2,-0.4
-3.8,-5.4
-4.6,-7.8
-3.9,-3.7
-3.2,-4.2
27.95,24.7
-3.6,-2.9
-3.7,-3.8
-1.8,-4.7
-3.3,-2.4
-4.4,-4.5
-3.8,-3.4
-4.5,-5.2
-0.8,0.8
-4.5,-4.6
-7.4,-7.4
-4.1,-4.0
-3.9,-3.5
-3.8,-3.9
-4.1,-3.7
-3.9,-3.7
-3.9,-3.5
-4.3,-5.3
-1.2,-3.1
-3.9,-2.7
-3.8,-2.1
-4.4,-5.7
-4.1,-3.5
-1.4,-2.9
-2.8,-1.8
-4.0,-4.1
-4.1,-4.9
-5.1,-5.0
-3.9,-3.3
-4.0,-3.0
-3.3,-4.8
-3.7,-2.2
0.6,3.6
-3.3,-1.3
-3.5,-2.7
-4.4,-4.1
-3.7,-2.3
-4.0,-7.2
-3.8,-2.8
-4.2,-3.9
-4.6,-4.8
-0.7,-4.7
-0.6,-4.0
-3.9,-3.8
-3.5,-1.2
-3.5,-1.2
-3.6,-3.3
-4.1,-8.3
-3.3,-4.3
-3.9,-4.7
-3.8,-4.5
-3.8,-4.7
-3.9,-4.7
-1.2,2.2
0.9,8.9
-3.8,-2.8
-4.3,-7.0
-3.3,-4.2
-3.8,-2.5
-3.6,-2.2
-3.0,-9.5
-4.0,-3.0
-3.6,-1.3
-3.8,-2.2
-2.3,-6.5
-2.3,-6.5
-2.4,-6.5
0.6,10.2
0.6,10.2
-3.9,-3.6
-4.3,-3.9
-4.1,-5.0
-4.4,-5.5
-1.2,-1.9
-1.2,-1.9
-4.2,-8.0
-4.5,-7.3
-4.3,-4.9
-5.2,-8.3
-3.7,-3.8
-2.4,-6.6
-2.5,-6.6
-2.4,-6.5
-3.4,-3.5
-4.0,-5.8
-3.4,-4.4
-3.9,-2.9
-4.6,-6.2
-3.8,-5.2
-2.9,-1.7
-3.3,-1.1
-3.3,-1.0
-3.6,-2.0
-4.4,-8.0
-4.1,-7.2
-3.6,-2.0
-3.6,-4.0
-6.6,-6.1
-4.1,-4.5
-3.5,-4.4
-4.1,-3.9
-4.0,-3.8
-2.9,-4.8
-1.9,-2.4
-1.3,-0.5
-2.4,-4.0
-3.2,-6.0
-2.4,-3.2
-2.4,-3.2
-2.4,-3.2
-1.9,-3.0
-2.7,-4.9
-2.4,-4.5
-2.9,-6.3
-1.9,-4.4
-1.9,-1.7
-2.6,-6.1
-2.1,-3.4
-1.3,-2.1
-1.9,11.3
-2.4,-5.8
-3.2,-8.0
-2.8,-6.3
-2.4,-5.3
-2.4,-5.3
-2.4,-5.1
-1.9,-4.8
-2.7,-6.7
-2.4,-6.4
-3.5,-4.8
-3.2,-2.4
0.2,-0.5
-3.2,-4.0
-2.1,-6.0
-1.5,-3.2
-1.5,-3.2
-1.5,-3.2
-3.0,-3.0
-3.3,-4.9
-3.1,-4.5
-3.5,-6.3
-0.7,-3.4
-3.2,-4.4
-0.5,-1.5
-0.7,-2.1
-0.4,-1.7
-2.9,-6.1
-0.7,-3.4
0.2,-2.1
1.7,11.3
-3.2,-5.8
-2.1,-8.0
-3.3,-6.3
-1.5,-5.3
-1.5,-5.3
-1.5,-5.1
-3.0,-4.8
-3.5,-5.5
-3.3,-6.7
-3.1,-6.4
0.2,7.5
0.1,7.4
-0.6,0.6
1.7,9.6
-0.2,5.3
0.2,6.3
1.6,9.3
0.3,6.7
0.5,7.3
0.6,6.4
0.0,7.8
0.2,6.2
0.1,5.8
-0.6,2.5
1.7,9.7
-0.2,7.4
0.2,6.3
1.6,9.6
0.0,6.0
2.3,7.5
3.1,8.6
2.7,8.8
-0.5,-0.1
-1.7,7.8
2.3,6.2
11.0,2.1
0.3,5.0
2.7,8.9
-0.5,1.8
-1.7,6.0
-1.5,0.0
0.0,5.6
0.3,5.9
0.3,4.9
0.9,13.25
2.3,-3.3
2.3,-3.3
-1.6,0.1
1.0,4.5
-2.6,-2.9
-1.5,0.3
0.0,5.7
0.3,6.1
0.3,5.7
0.9,11.9
-1.0,1.2
2.3,-2.7
2.3,-2.7
-1.6,0.5
1.0,5.5
-0.4,3.2
-0.4,3.2
-2.6,-3.0
-0.3,6.6
0.2,7.1
0.1,7.6
0.2,6.8
-0.4,0.0
0.0,5.4
0.4,6.8
4.6,-1.4
1.1,9.7
1.0,7.1
0.4,7.8
1.9,8.6
0.4,5.6
0.6,5.9
0.7,4.9
1.2,9.5
0.0,6.5
0.0,6.4
0.6,5.4
1.5,13.25
-0.1,8.8
-0.1,8.8
2.8,-3.3
2.8,-3.3
-0.8,0.1
2.5,10.1
0.4,5.6
0.7,7.4
1.9,4.5
1.0,7.8
0.0,9.5
0.7,6.4
2.9,13.35
1.5,8.4
-0.1,3.1
1.6,8.7
0.2,6.1
1.7,9.5
-0.2,7.2
3.5,11.5
3.5,11.5
0.8,8.2
0.9,6.6
1.5,9.3
2.4,9.5
0.2,7.3
1.0,7.4
2.0,9.3
2.2,10.4
1.3,9.3
0.2,7.4
1.3,10.0
-0.1,7.2
0.3,7.1
0.6,4.3
0.0,2.1
0.0,6.0
0.3,6.6
0.3,6.6
0.0,7.1
-1.6,-2.9
0.1,6.0
-0.2,6.9
-0.3,6.6
0.2,7.5
0.1,7.1
0.2,6.8
-0.4,0.3
0.0,5.6
0.4,7.3
4.6,-0.6
1.1,9.3
1.3,8.1
1.0,7.9
0.4,8.2
1.9,9.0
0.4,5.7
0.6,6.1
0.7,5.7
1.2,9.0
0.1,3.1
0.0,6.3
0.0,6.3
0.1,3.5
0.6,6.2
1.6,10.8
1.5,11.9
-0.2,1.3
-0.2,1.2
-0.1,8.1
-0.1,8.0
2.8,-2.7
2.8,-2.7
-0.1,3.0
-0.8,0.5
2.5,11.0
-0.1,1.5
0.1,3.2
0.8,3.3
0.4,6.2
0.3,4.5
0.7,8.0
0.3,4.0
1.9,5.5
1.0,8.7
0.0,8.6
0.7,7.0
2.9,11.4
1.5,9.5
0.1,2.9
0.4,3.5
-0.1,4.1
1.6,9.8
0.2,6.7
1.7,10.2
0.3,4.2
-0.2,6.8
0.8,8.4
0.9,7.5
1.5,9.9
-0.6,0.0
-0.6,0.0
2.4,10.5
0.2,7.5
1.4,8.9
1.0,7.8
2.0,10.6
2.2,11.2
1.3,10.3
0.2,7.4
1.3,8.9
0.2,3.2
0.2,3.2
-0.1,7.0
0.3,7.4
0.6,5.7
0.0,3.3
0.0,6.4
0.3,6.4
0.3,6.6
0.0,7.0
-1.6,-3.0
0.1,5.8
-0.2,6.6
0.9,-2.2
0.9,-1.7
-2.9,-9.7
-2.4,-4.6
-4.1,-11.3
-4.0,-11.3
0.3,0.5
0.0,0.2
0.4,1.5
0.6,0.5
0.9,1.6
-2.1,-7.9
0.9,-0.1
1.7,6.6
-0.1,-1.1
0.7,1.4
0.4,-2.1
-2.2,-4.1
-2.2,-13.05
-1.4,-3.4
0.3,0.7
-1.3,-6.6
0.0,-1.4
1.7,7.1
-0.9,-1.0
1.9,-28.15
1.9,-28.75
-0.1,-1.7
0.4,1.3
0.3,-0.3
